SampleID,DNAmAge,Comment,noMissingPerSample,meanMethBySample,minMethBySample,maxMethBySample,predictedGender,meanXchromosome
GSM1920450,7.87060863439575,,0,0.281635838522714,0.00843209987670308,0.986867458344233,Female,0.487199210502217
GSM1920381,15.4574826274341,,0,0.279332317697594,0.00980641430349584,0.986106970464147,Female,0.487405043415044
GSM1920411,7.03906816183801,,0,0.268823354561608,0.00593487496398458,0.985131663639623,Male,0.321973751149394
GSM1920421,2.98561582954583,,0,0.263717449903717,0.00609317338644395,0.986508654976724,Male,0.317809153981744
GSM1920457,24.9227433183564,,0,0.282755462362417,0.00640111396291822,0.984826032533901,Male,0.333317620722265
GSM1920360,10.8680724630251,,0,0.28321289565586,0.00664517491674458,0.984266741794814,Female,0.494664665665691
GSM1920387,15.4261720829251,,0,0.281496304561151,0.00677430262813938,0.98460202349009,Male,0.333665895547238
GSM1920405,8.44211102349526,,0,0.280390606685044,0.00638402302529063,0.990001458826899,Female,0.545652855221974
GSM1920406,16.4840395959826,,0,0.273035993470719,0.00598895947965348,0.989528046379072,Female,0.523608352648999
GSM1920424,18.0681698875482, WARNING: meanMethBySample is < 0.25,0,0.242120940141035,0.0073877194792456,0.986651130472787,Male,0.297083469534561
GSM1920407,26.7024229589256,,0,0.26852664981874,0.00659650520735975,0.989027588705308,Male,0.324188062158008
GSM1920408,14.5912187491576,,0,0.282569266615185,0.00663265211809724,0.988225717596623,Female,0.527058050113408
GSM1920415,32.2385349815577,,0,0.279808064213051,0.00607021361098811,0.987670207824274,Male,0.335693995680551
GSM1920352,15.7989790163283,,0,0.27480746721188,0.00772236237030203,0.987670847543077,Male,0.32929016143
GSM1920357,16.7728201389366,,0,0.272019054288066,0.00827781719308426,0.986527744465967,Male,0.327238913782917
GSM1920359,10.7875016272804,,0,0.288260907409575,0.00750105410808998,0.987932768758111,Female,0.504758767652489
GSM1920386,7.82321684752154,,0,0.275107576939931,0.00804249705943317,0.987840122332158,Male,0.331475627866689
GSM1920447,40.6786865003046,,0,0.28710684333283,0.0090369687517107,0.986430024567048,Male,0.344342696362965
GSM1920448,17.2862693143768,,0,0.286693818211776,0.0085613915107966,0.987256289207708,Female,0.505507756243427
GSM1920370,21.624860333733,,0,0.2791471368375,0.00863646451096308,0.986101712133383,Male,0.334774471089518
GSM1920376,15.7531963035509,,0,0.292246140031867,0.0087159864666799,0.986996836476303,Female,0.525412868982479
GSM1920382,10.8968419253866,,0,0.288238317847978,0.0100411520215167,0.986740572827882,Female,0.50610150912618
GSM1920390,12.2919266390458,,0,0.284916536564315,0.00873485616452673,0.986429620053492,Male,0.338082179333389
GSM1920413,26.9093015955929,,0,0.271681915313824,0.0086707176506874,0.986315916320858,Female,0.511028934599752
GSM1920423,41.3829645244079,,0,0.267854853475701,0.00914234463683382,0.986240036550865,Male,0.321581606699798
GSM1920446,56.6582481734363,,0,0.295391863814557,0.00811422911538929,0.987282305241234,Female,0.531191373935143
GSM1920452,21.094592509548,,0,0.290242794784977,0.00802372820930527,0.987978996945206,Female,0.51592142577143
GSM1920459,11.4309523613208,,0,0.273451782153825,0.00902985272276615,0.987040174915314,Male,0.325412851234329
GSM1920349,25.7104297547685,,0,0.283007952164394,0.00828577047063119,0.986502020291832,Female,0.494129396924804
GSM1920366,14.2943872836271,,0,0.286812913353583,0.00778359738112772,0.988268278224108,Female,0.513002636686565
GSM1920410,22.6726434766284,,0,0.265790125014171,0.00882381351808972,0.987505589103084,Female,0.516100940234662
GSM1920412,15.1797237961719,,0,0.259652310795252,0.00868160401714756,0.985954305911559,Male,0.315562376048159
GSM1920414,8.39958707131862,,0,0.270435459928441,0.0085810702552941,0.987637166461839,Male,0.324879019220741
GSM1920416,27.2553148405492,,0,0.266783543215717,0.00809522088147344,0.988208666366975,Male,0.319666997771349
GSM1920417,26.4658542258111,,0,0.262225527078631,0.00861113996690739,0.986707401754393,Male,0.31709761814527
GSM1920418,67.3644217756363,,0,0.261685937662342,0.00853978150276823,0.98591520236333,Male,0.31433789198571
GSM1920419,11.3449598472881,,0,0.271578069080362,0.0082856487782853,0.985625500685542,Female,0.5166905003782
GSM1920422,30.8267058673356,,0,0.266425069072493,0.00733311974135713,0.987346686423709,Male,0.3197589548083
GSM1920353,2.12956497218277,,0,0.296168852957569,0.00909513013170251,0.988036150517024,Female,0.531893962314396
GSM1920355,5.49286333161321,,0,0.284478121955573,0.0086132419468596,0.985147571340435,Male,0.34186909628042
GSM1920361,17.4401950088742,,0,0.281101842696355,0.00877314998379425,0.989022892511247,Female,0.49926871513089
GSM1920371,8.86182788863587,,0,0.287877399065608,0.00863859965714287,0.989276750911805,Female,0.53567263354341
GSM1920396,4.63542495469135,,0,0.285281362343677,0.00807099850404095,0.986848292538118,Male,0.341181928744309
GSM1920400,11.636814706146,,0,0.277994542297052,0.010248745862762,0.988698773749049,Male,0.332437514826026
GSM1920409,9.37183433573742,,0,0.278805814369936,0.00896749784726819,0.986678347186019,Female,0.522515169493143
GSM1920451,18.0400358385842,,0,0.285239804063343,0.00913235531809358,0.984461418259122,Male,0.339238202176644
GSM1920356,13.1773074799479,,0,0.287903561514294,0.00886900839950567,0.988035832435592,Female,0.521861291304528
GSM1920362,16.8657264579234,,0,0.286315908370017,0.00765716067768782,0.98746383292475,Male,0.341938828731471
GSM1920364,9.04355219677674,,0,0.276761800018584,0.00981616425018453,0.986330300272659,Male,0.332477172220156
GSM1920373,4.79340444395989,,0,0.285115115731707,0.00840761973943687,0.98555114949313,Male,0.340019213195428
GSM1920374,4.53780906683706,,0,0.290761327281528,0.00767491689994591,0.988014285907993,Male,0.346787679675998
GSM1920375,5.23731098709585,,0,0.285907704425935,0.00764977763205056,0.988464193615537,Female,0.519963226696836
GSM1920379,14.7041738007902,,0,0.289999106195856,0.00699353442293784,0.98837932646678,Female,0.522327214280926
GSM1920380,13.0211159933486,,0,0.284704355187952,0.0099799737252791,0.985878440538812,Male,0.338650801956937
GSM1920454,9.83036952980333,,0,0.270868794543869,0.00796647277986196,0.986876655192165,Male,0.32814363268528
GSM1920456,29.078867300573,,0,0.273330281718586,0.00820134613732734,0.988505794997795,Male,0.329159941385899
GSM1920363,15.6750042440254,,0,0.279840066644912,0.00787716844852287,0.988228835871184,Male,0.335071680311064
GSM1920372,6.5420167352983,,0,0.280095705889246,0.00747653230884223,0.987275542976095,Female,0.495310295009124
GSM1920383,18.9866726667194,,0,0.277652586682074,0.00638678291523404,0.988964523693184,Female,0.504635754463707
GSM1920391,12.510719522872,,0,0.287546801614347,0.00647009943574831,0.989532294775601,Female,0.525365303640915
GSM1920392,10.4490532827346,,0,0.285117223810908,0.0067925408213262,0.989725985290631,Male,0.342608880892387
