SampleID,DNAmAge,Comment,noMissingPerSample,meanMethBySample,minMethBySample,maxMethBySample,predictedGender,meanXchromosome
GSM3227759,5.92623947255219,,0,0.275191534899644,0.00774676117808343,0.982633207132198,Male,0.331217812176337
GSM3227760,27.218441097865,,0,0.266804096174423,0.00817096539677416,0.983585362084918,Female,0.48713814743197
GSM3227768,7.22761766471648,,0,0.263713805995222,0.00937280167148783,0.979321167850814,Male,0.318029681982858
GSM3227769,0.790826048453869,,0,0.273436581746019,0.00862244663301404,0.981419877144867,Female,0.459615598757554
GSM3227770,4.44884816343285,,0,0.270995326553731,0.00881907782125014,0.980978070729903,Female,0.470288022144043
GSM3227771,10.970295591322,,0,0.263792251013663,0.00859519778871108,0.983671242618723,Female,0.463780502192866
GSM3227772,20.5589428505934,,0,0.266401788617323,0.00884593316028427,0.983477081194896,Male,0.32273811189072
GSM3227773,10.365274469954,,0,0.265436057376879,0.0088913130727882,0.984206045404254,Male,0.324928543479936
GSM3227785,8.78818255054041,,0,0.267876759537357,0.00990112494329369,0.982023810615475,Female,0.49597649786602
GSM3227797,33.9171270821825,,0,0.269688944177631,0.00964186127400201,0.983020445236416,Female,0.484237726697337
GSM3227798,54.7141160638982,,0,0.26663052686019,0.00844685930652955,0.98279474408977,Male,0.321163118356417
GSM3227757,34.0039486759949,,0,0.27119027359997,0.00802028472476204,0.982461870355912,Female,0.496738658590378
GSM3227758,46.1042204115355,,0,0.271043997149444,0.00841283555799478,0.983235433080073,Female,0.493093336672668
GSM3227765,9.27120049884256,,0,0.270083409199383,0.00855091497268938,0.982945277872855,Male,0.325206620310507
GSM3227766,4.59566455118895,,0,0.265392460089426,0.00737530317512373,0.983329134681689,Male,0.321092981278728
GSM3227767,21.5380959353843,,0,0.258966874952077,0.00893839642145726,0.980988190528921,Male,0.313982866577616
GSM3227780,4.44322407916023,,0,0.265823423609691,0.00828193399174156,0.983218705478205,Male,0.32307057582057
GSM3227790,3.37908197372983,,0,0.267543896760253,0.00874814041266576,0.980816418346107,Female,0.46531719365467
GSM3227791,8.13208407814314,,0,0.266765214432389,0.00874679030113034,0.981702840722079,Male,0.322275972364883
GSM3227792,10.7134470748588,,0,0.260239806522176,0.00866035356029676,0.983576044917353,Female,0.449055648553046
GSM3227795,41.6181889984066,,0,0.265222336926693,0.00968535693451687,0.982325026064217,Female,0.493294737983392
GSM3227796,50.0578368548295,,0,0.262366849128827,0.0084819957397249,0.981411663011048,Male,0.317550205209071
GSM3227755,10.0501707073025,,0,0.265235278784413,0.00894812182521743,0.984402467644428,Male,0.320779396429086
GSM3227756,-0.290222736801963,Negative DNAm age,0,0.270259838688261,0.00945982539797998,0.983105532336935,Male,0.328815998346126
GSM3227764,12.1423294201575,,0,0.262280524708229,0.00905509913591303,0.981657671730743,Female,0.47064529343977
GSM3227775,10.2146478365387,,0,0.269712075644593,0.00710829322637169,0.982834481401976,Female,0.476636702007376
GSM3227777,6.32593486275096,,0,0.265204382856081,0.00923153205596256,0.981257366472114,Male,0.323483125013094
GSM3227786,6.21762547416255,,0,0.26599490109384,0.00904734491257375,0.982727724305901,Male,0.324325264515871
GSM3227787,16.5510159231878,,0,0.272484379620564,0.00876681099685695,0.983144136305627,Male,0.329948196686315
GSM3227788,9.28029450399226,,0,0.265638481560872,0.0083176284125167,0.982349904851304,Female,0.51109265599584
GSM3227789,12.8431267148008,,0,0.270745229863283,0.00937601776020081,0.981175541139342,Female,0.47470376436079
GSM3227793,38.8348093442243,,0,0.267652512514595,0.00950147754193489,0.981727814129324,Female,0.476503306168634
GSM3227794,40.9556877363762,,0,0.265563774573706,0.00907288123640878,0.982956040277018,Male,0.321780148380384
GSM3227761,17.3822526581451,,0,0.268088890421329,0.00959232187969972,0.982895070527024,Male,0.323244819785606
GSM3227762,6.87255063144706,,0,0.27502727985652,0.00921189540026445,0.986356472879448,Female,0.485665984126966
GSM3227763,7.348612952149,,0,0.269717884891282,0.00866700813699379,0.984371344195757,Male,0.325341937188171
GSM3227774,11.4907935869535,,0,0.260458406391704,0.0103846421313382,0.97930756736219,Male,0.317093676625944
GSM3227776,21.0249462492834,,0,0.262150397910658,0.00961292293689222,0.980840631554045,Male,0.316909502527294
GSM3227778,5.56674567720773,,0,0.268934577955269,0.0100609216725584,0.98179285525713,Male,0.325025649044211
GSM3227779,4.90488042782257,,0,0.275767786432499,0.00978677772712725,0.983778573093775,Female,0.492169094228329
GSM3227781,8.94154338011656,,0,0.2724595119209,0.00877877194555972,0.985455493394621,Female,0.513792684853598
GSM3227782,6.63416353999125,,0,0.267607274261428,0.0110379673731951,0.980599399303704,Male,0.325491991360929
GSM3227783,9.38136122983376,,0,0.27059705554035,0.00925842755792052,0.98237366842812,Female,0.482772386908204
GSM3227784,12.6463023993552,,0,0.270986912835151,0.0105007154179425,0.982379772421761,Male,0.328926478376
