ProbeID,GSM2808248,GSM2808249,GSM2808250,GSM2808251,GSM2808252,GSM2808253,GSM2808254,GSM2808255,GSM2808256,GSM2808257,GSM2808239,GSM2808258,GSM2808259,GSM2808260,GSM2808261,GSM2808262,GSM2808263,GSM2808264,GSM2808265,GSM2808266,GSM2808267,GSM2808240,GSM2808268,GSM2808269,GSM2808270,GSM2808271,GSM2808272,GSM2808273,GSM2808274,GSM2808275,GSM2808276,GSM2808277,GSM2808241,GSM2808278,GSM2808279,GSM2808280,GSM2808281,GSM2808282,GSM2808283,GSM2808284,GSM2808285,GSM2808286,GSM2808242,GSM2808243,GSM2808244,GSM2808245,GSM2808246,GSM2808247
cg19945840,0.406932718387075,0.385652191904521,0.401428876485103,0.359874497925108,0.388095093223336,0.398896575896652,0.356861306199524,0.385642816620702,0.419670517899998,0.38504409582554,0.430773556737956,0.376893965576422,0.370710288931771,0.389142122167162,0.361770906221861,0.413652785820505,0.357339627460985,0.408651357225831,0.38601193540817,0.370751039098568,0.360703008808556,0.410855982668721,0.357736376678289,0.372020182801199,0.368930632164087,0.387382837273899,0.371379083179301,0.389686344265306,0.424830256006474,0.365062800499439,0.379556714515549,0.38454467283325,0.417718792154694,0.390161154741898,0.392157479764298,0.412823010503376,0.432166849509495,0.348314319863294,0.39354325873104,0.382096348350154,0.396025445156014,0.399381644086963,0.41591278976332,0.397208413660322,0.398301291729682,0.409028336081069,0.366918763422136,0.413479388169588
cg13319175,0.978011394276154,0.975848253418049,0.982093388523665,0.970517945850631,0.974797927498107,0.977244611157089,0.964758899001624,0.98275484164554,0.980094054040623,0.962359246827036,0.975255710468264,0.972431010749271,0.973478760343548,0.969301903008102,0.977136938999931,0.97387864748699,0.970921321567146,0.974179754282422,0.963888899651921,0.974729343284005,0.970650913786008,0.97694651121671,0.985001612832225,0.968582122555534,0.965284635716855,0.977980986317397,0.97010346220969,0.975177780504849,0.972194314954223,0.962598669236099,0.978686922086888,0.969245027313053,0.977926320064275,0.976238559712659,0.971319395290907,0.968973865791891,0.972347527862137,0.959968889487586,0.971737314255993,0.97125597552306,0.975471114784211,0.974554235667615,0.975933497235871,0.980721702388642,0.970550808628729,0.966804654848292,0.978922412698834,0.981296951825129
cg21211748,0.0249469134670922,0.0248178793623343,0.0294451248167834,0.0286244115708694,0.04780996477586,0.039420736654165,0.0401320426375222,0.0240412526191442,0.0347685304629407,0.0607721114310795,0.0384405982823193,0.0243124024280421,0.0254687815894558,0.0453462918061656,0.0379154581236723,0.0277033543124707,0.0344590564022585,0.0262946836300046,0.0386154072336198,0.0382987412519278,0.0322450750913907,0.0307162406165035,0.0458524455652308,0.0325844109744072,0.0296162147565172,0.0336330250576731,0.0350410066967006,0.0492068084811106,0.0312737801022509,0.0467054404021608,0.045999282249738,0.0333508435809244,0.032414731036429,0.0331117696316247,0.0371174320189703,0.0314164546174182,0.038411336452139,0.039936298373148,0.0395239624586616,0.046068929066166,0.0314126226215438,0.046407213622798,0.0409956007453072,0.0349665139901448,0.030241350013754,0.0313922901823851,0.03858937576601,0.0414748151269099
cg19420968,0.986704337805703,0.970592988110391,0.980077680806119,0.972935333047965,0.965202313571168,0.968348169203893,0.971639498028696,0.966351149793465,0.961040390302993,0.98072330230218,0.966415978088629,0.971527710945982,0.971021680782272,0.974766875206036,0.984090424620659,0.977567930727009,0.979603934940642,0.98648882796892,0.97234925524202,0.983694323186551,0.968392539209368,0.981801739193756,0.978023421154852,0.979799712931598,0.96747109579129,0.966690797139917,0.982583541528517,0.981507891873821,0.972851790282995,0.961123089522531,0.975679200675798,0.964269916597817,0.961811474708415,0.961923200871718,0.979456796003445,0.965320486713703,0.955296575312243,0.964030593599034,0.981147287778778,0.981851698724178,0.980892682243194,0.954893664787627,0.969348258375883,0.967344993649842,0.96947374135536,0.985536656424633,0.97486787852053,0.968319840172515
cg14992253,0.0460986347298691,0.124000477951333,0.0743869496892533,0.0532663944621485,0.0797436841610508,0.0546379653788895,0.0865367640533937,0.108423777985131,0.120243193789767,0.0452835199858144,0.0742746257289171,0.0595306595154592,0.0566992068211087,0.126990187526825,0.0641207374233875,0.086180788508043,0.0769918002419527,0.0630269984471654,0.124452437594624,0.139737086220181,0.0673677022612585,0.10722340041579,0.0943077374502918,0.0894178905020643,0.155592199550519,0.0917214453006105,0.0779341356082229,0.122135595000022,0.111464676364243,0.0954627514955729,0.087572117730335,0.072780749285886,0.0439451596170179,0.0991281740311724,0.0841733839454173,0.0799995120277405,0.11674617530733,0.133734619670876,0.042870633190538,0.0506419288287472,0.0975686980247521,0.0959656938815975,0.0712936427346196,0.0940182561167444,0.0434816770516666,0.0608558913519256,0.0987671968829548,0.0566528160076558
cg26372517,0.0714546042981807,0.0993614725628335,0.0971363360036086,0.0967921744690677,0.10729697839573,0.0461656644885206,0.078594458301869,0.128678259973906,0.152386912900199,0.16940292255065,0.197787700820096,0.0994074726579435,0.0712661453120118,0.159167442123663,0.152133602788763,0.244153583539752,0.193838685677752,0.0767701926630177,0.132287014343926,0.132597405929715,0.173091769421993,0.209616861858007,0.178376871646241,0.156403122718682,0.111582552063868,0.209566173054185,0.066790799933462,0.0898969619458688,0.10043473083322,0.103089608466967,0.113710816102109,0.196109196963214,0.0917127212256195,0.15091160011116,0.10130087980475,0.126890051971344,0.214805294720012,0.13480572956881,0.188745431791517,0.201942355305796,0.209266097155645,0.198322475122154,0.0978109230063066,0.101375834859057,0.0840868383167448,0.0695362831729572,0.250629911015839,0.0626518671475895
cg19046959,0.0581025119074225,0.0989366894226474,0.0492943868834648,0.0897086582686542,0.148749271661274,0.128824930320151,0.103109853382026,0.0987143181674867,0.102892806136257,0.0763806933344446,0.136409032068123,0.0844210939344509,0.0795923667680936,0.0493582638855961,0.12783521414282,0.0801380868374371,0.0920018007763049,0.133942877824349,0.0877634970595397,0.0911354582846554,0.057445447228803,0.045543041670613,0.1045953873718,0.0667082854072567,0.0656558755915457,0.0650621721085257,0.0918803970742466,0.11041375811026,0.0981112774364402,0.102430740652596,0.0848673305979712,0.125494748774428,0.0628766887321112,0.0416164701145763,0.0665558195991884,0.0713308107904526,0.0754133400539997,0.133415646127692,0.069119013659693,0.105744981671051,0.0973091077499968,0.0853432631761635,0.0697343523886349,0.0538430718831482,0.0695357541796728,0.0999918103924479,0.103844669819231,0.0954588627745193
cg07388493,0.610535997664855,0.611578126762942,0.606273193133823,0.597874515558855,0.593724041707217,0.557742197901507,0.615307500661778,0.634294188352598,0.574013533571812,0.599343685565535,0.59629191717319,0.579947890514784,0.632190491369135,0.527617885359764,0.627038461776948,0.658361712297309,0.613420387891002,0.626283789827635,0.576827757686111,0.55469734342776,0.596715688309008,0.535912561161119,0.649583895323409,0.560724511239168,0.534080655209358,0.55994766625777,0.679841555758319,0.596318492713825,0.565577441566875,0.551618019784695,0.590518013611545,0.527030357783669,0.608220668217082,0.632645497130963,0.598764159912962,0.466772046929821,0.513765412494954,0.612027341005398,0.596292096411872,0.536675792813028,0.653369734653258,0.497186724789821,0.533023416054862,0.602137280429423,0.742700211949336,0.692815225004922,0.738422483603189,0.597982117577477
cg19044674,0.0442591968538342,0.0437813662433142,0.0470375997322899,0.0518397358366729,0.0476275499538944,0.0512315232769274,0.0476858961687656,0.0525385292202412,0.0521786353969932,0.0482900217776088,0.0412761370511975,0.0454131870430693,0.0474359266709574,0.0379845017896782,0.057255593564826,0.0519487351334462,0.0458513062323608,0.0540521097433557,0.0479983971059198,0.0397317699920615,0.0493187300328217,0.046151598140144,0.038094084275536,0.0537073664519582,0.0469303235006641,0.0552710480475412,0.0539020469074482,0.0450021339214284,0.0472594042342247,0.0505368483336052,0.0431399719448091,0.0445549680100306,0.0392068219771908,0.060577989567155,0.0479745535766957,0.037160277286209,0.0427710817363587,0.0494366941000721,0.0511252807731978,0.0409306825948015,0.0509254377455278,0.0482548596159741,0.0492799402359481,0.0470849758324703,0.0482116900138525,0.037073392894865,0.0485165706730391,0.0549255488607565
cg23786576,0.0210851104445214,0.0386668028356917,0.0211575973651468,0.0378094048892225,0.0414296389747495,0.0327356780438982,0.023061872199202,0.0180619467317826,0.0266679574648559,0.03213279306336,0.0262974223065495,0.0280509791944879,0.0327053114382048,0.028970349563398,0.029142978503117,0.0246589927820621,0.0183561547954189,0.0299472263349684,0.0214311926722988,0.0214652416351403,0.01747339788785,0.0287074586520948,0.0203976826431528,0.0264152359188897,0.0246852354462166,0.0310085853297282,0.0249962064047802,0.0299518319884458,0.0324910213156182,0.0310134288043507,0.0306199670467405,0.0257090024976606,0.0257416653623603,0.0300360827892048,0.0274376755293854,0.0315115505836291,0.029271927076483,0.0251705075712585,0.0387922466857363,0.0304533317907626,0.0212861607301658,0.0284256060377391,0.0245164211043425,0.0238435694144515,0.0286022545320174,0.0396272385398542,0.0247122578597311,0.0267144487123107
cg18983672,0.939741967623431,0.919978565944435,0.933980354677172,0.92679444141879,0.93912254353405,0.94910902787297,0.942702147918069,0.955561827168509,0.923061690880607,0.934576973501408,0.940778039388376,0.940030870418865,0.940811303721193,0.947385535172811,0.949927572313293,0.963512135628292,0.929102913503728,0.95258619723741,0.945801235571667,0.946701805685725,0.952059106481727,0.937015037204213,0.941161479881249,0.938954772299716,0.925812907846475,0.956741962769046,0.946140724312642,0.953861304422002,0.948295678585771,0.942770890888924,0.941590620948319,0.947776690737313,0.939031223106441,0.964336864512096,0.959273495990615,0.966443942843165,0.953723123675925,0.953178241704848,0.940316213653908,0.957134002882382,0.953337133213359,0.951265963876745,0.940156603784108,0.933876631049314,0.944172025784476,0.935658668229924,0.945592711498317,0.93816220589175
cg10266490,0.109937495102736,0.241640359312789,0.402175738121669,0.302930042305981,0.368454630995437,0.263577665829591,0.275527474860725,0.258936731407421,0.442388638226196,0.303618345271765,0.322059971143025,0.207860368944674,0.213164165795823,0.193919035699819,0.459267115724737,0.351295096478397,0.279002907285166,0.235709383890687,0.254650972441147,0.388704230823211,0.318806832781526,0.348620902072832,0.277788534876393,0.312060336637424,0.314483654166136,0.267083719545308,0.241478125686093,0.36504909320815,0.249854488959834,0.374662268784713,0.335792400153546,0.448409500014222,0.274926408375958,0.297234264350275,0.268271377976195,0.306645177786119,0.393980681532423,0.340635146554573,0.213087501836043,0.355541447566522,0.266540918455146,0.389816926528404,0.235772222664865,0.220278886197165,0.11538209166845,0.18286283264469,0.323822644492332,0.253626568853603
cg06836772,0.119203730524374,0.1895821154929,0.121783198787221,0.207398912239628,0.187929084331324,0.124219070338911,0.146097274259404,0.157994067013308,0.170159444187778,0.150698627533096,0.216767530620171,0.160139608704398,0.153637604934472,0.137164283723261,0.179395109365016,0.202480439452699,0.145946934354951,0.143409309304736,0.157833493943589,0.219216022122791,0.177228270521601,0.187152153318634,0.109725434936502,0.173067216819918,0.156165459156584,0.176633794272473,0.187002260857683,0.18571731972519,0.144863218159063,0.185910976679367,0.15512042484375,0.198755021169049,0.133731882608477,0.194350259634546,0.149875646182142,0.153692495985134,0.163076545512062,0.153069071187998,0.14407337367235,0.147018015202332,0.163857631391376,0.241940990048493,0.178816968839863,0.174664909473332,0.166114450270287,0.147836609017001,0.147414469310091,0.188979482963457
cg22901840,0.594886301191388,0.60257823943456,0.611969206593544,0.557282621066978,0.625525628240354,0.562878808246107,0.52384502125477,0.571568367669063,0.60204639791093,0.603926998670564,0.630458294892215,0.599951850890815,0.592399055630017,0.570527366257797,0.564387338012943,0.596548387895077,0.587818522077354,0.608080724543185,0.587110357984321,0.626008123552291,0.540935050123308,0.596036266145905,0.598378288409907,0.595257224003778,0.590415247651078,0.544492449184645,0.569170784141904,0.607691028568671,0.564624566763283,0.585913048084557,0.596146254502269,0.549854820496119,0.593867596283419,0.60593256821966,0.627416314503432,0.554892200065165,0.590156508945468,0.594660368223772,0.595166469732959,0.571692632613211,0.593024047047926,0.618425883595219,0.55427760175308,0.609775989277444,0.610378204462231,0.612173104841913,0.619214569295968,0.584134054173513
cg09118625,0.614434263705758,0.533273206813432,0.573042495477267,0.565304067142823,0.565501148425776,0.576082392527643,0.53278538074687,0.55217960345366,0.584502053911895,0.600648420690575,0.620871476219638,0.562069826501227,0.570573363076854,0.551679594899032,0.572828796165814,0.563554444682718,0.600582541548253,0.604626880566296,0.582276106244095,0.58417693157971,0.575178465623745,0.512528498798223,0.567432281635679,0.569593325732172,0.581798192712561,0.571488997018634,0.562659558573337,0.586171843321234,0.551650479677325,0.551762357167691,0.546565522734393,0.573634575783761,0.581896182314236,0.59590798970371,0.661245146593127,0.5467313675791,0.584727204150565,0.587486604822621,0.565779971392355,0.540798970586781,0.559150720496929,0.542257049716551,0.564243792385662,0.587589374353063,0.574999804809513,0.591418983913097,0.632936873209873,0.558263585797743
