SampleID,mMed,uMed,xMed,yMed,predictedSexQC,BMIQ
GSM2562727,11.3237556700167,10.8214617021225,12.3807813650091,12.5704257173409,M,PASS
GSM2562747,11.4558396384151,10.9760309003598,13.0901825457631,8.45764620813694,F,PASS
GSM2562748,11.5105436178386,11.2267243289045,12.6868454695996,12.8119749499837,M,PASS
GSM2562749,11.5740337857849,11.3682717163014,13.3772848740305,8.80739611758107,F,PASS
GSM2562750,11.0739974977683,10.5979730708932,12.1168260311382,12.2747331473057,M,PASS
GSM2562751,11.590994878255,11.2075492676687,13.2651465957721,8.58847859979486,F,PASS
GSM2562752,11.4713627536432,11.2133214053191,13.2815740485564,8.68047982824113,F,PASS
GSM2562901,11.4420351957688,10.9149453699506,12.8973895644816,8.19861554510744,F,PASS
GSM2562902,11.7721256424263,11.2810178465727,12.6529062051511,12.8169830313604,M,PASS
GSM2562903,11.6748467520174,11.0543564365039,13.1220230362596,8.38651844339622,F,PASS
GSM2562904,11.712714086633,11.1880017185317,12.6709441218548,12.8301829770894,M,PASS
GSM2562930,11.5142792293274,11.0081346248077,12.3058594348632,12.5232330085859,M,PASS
GSM2562931,11.8834908560586,11.3330107840291,12.6362058698791,12.8698005089857,M,PASS
GSM2562932,12.1198860401882,11.4609015906805,12.8291475747443,13.0520037532209,M,PASS
GSM2562878,11.4251997691431,10.7784649327491,12.1926747667411,12.4055410439599,M,PASS
GSM2562879,11.6924082067191,11.0793722493463,12.4802278084143,12.6696339449949,M,PASS
GSM2562880,11.9348919509732,11.1904298168448,12.5967720850071,12.8410463591633,M,PASS
GSM2562885,10.9167298724679,10.505949747497,11.8138941384279,11.9542541593657,M,PASS
GSM2562886,11.5080167284933,10.7083929889252,13.0349339779989,8.36255000900946,F,PASS
GSM2562887,11.657045587777,10.9857780421548,12.4534311800855,12.6311283711254,M,PASS
GSM2562873,11.0863243930974,10.4336949781606,11.7983888442215,11.9837326225046,M,PASS
GSM2562874,11.8515399884866,11.1428960576624,12.5416969456001,12.7857405185712,M,PASS
GSM2562875,10.9918939257622,10.3537327140094,11.7512051523075,11.9745429442113,M,PASS
GSM2562876,11.5516064135141,10.9599492368525,12.3264647014566,12.4977518345444,M,PASS
GSM2562877,11.9459846155191,11.1865799962937,13.371033038249,8.52238547242296,F,PASS
GSM2562857,11.4083745844174,10.8648521117432,12.914649739021,8.0029744360932,F,PASS
GSM2562858,11.8080267704703,11.1923909061373,12.6122748866402,12.8077086093423,M,PASS
GSM2562859,11.8468005936834,11.0955583737798,13.1514603919246,8.14780487201579,F,PASS
