SampleID,mMed,uMed,xMed,yMed,predictedSexQC,BMIQ
GSM1052011,11.5602071453924,11.6375128969814,13.5903062180033,9.17869534151094,F,PASS
GSM1052012,10.6278302258319,10.9178952320059,13.0901079287146,8.85533366185429,F,PASS
GSM1052013,11.0590094816448,11.2042873781848,13.2049049760035,9.01583937963287,F,PASS
GSM1052014,11.4923761616402,11.4847676682618,13.4708938720458,9.13827984098788,F,PASS
GSM1052015,11.6578174381106,11.7477268234691,13.011298708249,13.0299392506649,M,PASS
GSM1052016,11.5033488657948,11.6520384589896,12.8734723870722,12.9366879720459,M,PASS
GSM1052017,11.3634042307722,11.4264301247124,12.7499390309287,12.9392086716293,M,PASS
GSM1052018,11.0142026670419,11.239515244081,12.4798453740168,12.7276200860707,M,PASS
GSM1052145,12.3080178764111,12.1729114866956,13.8903569968332,9.2530156847737,F,PASS
GSM1052146,12.3703287404905,12.3009897375836,14.0749337023852,9.50735317507421,F,PASS
GSM1052147,12.3657160688572,12.2979376683941,13.5169253211674,13.5978379592428,M,PASS
GSM1052148,12.4733995104969,12.4637688588186,13.6422656668793,13.7150493386914,M,PASS
GSM1052149,12.5396153876239,12.4296154094602,13.6614588792302,13.5333077272627,M,PASS
GSM1052150,12.6038716465159,12.3581418477122,14.1600833326727,9.45843610895721,F,PASS
GSM1052151,12.0955798768241,12.0124939674735,13.240993146068,12.9574987463281,M,PASS
GSM1052152,12.3153539523546,12.2029169279199,13.4336459279574,13.5361837197274,M,PASS
GSM1052153,12.5126335318326,12.2354087783692,14.0097399490483,9.20028531553247,F,PASS
GSM1052154,12.538382403415,12.3251480757141,14.0643967093883,9.24599144712619,F,PASS
GSM1052155,12.6470293810659,12.38848396665,14.1728818300711,9.32370662135845,F,PASS
GSM1052019,11.0300623776959,11.3004166964352,12.5010099128323,12.6062109356788,M,PASS
GSM1052020,11.2332948193208,11.4339193206552,12.593045986583,12.7238150280307,M,PASS
GSM1052021,11.2658482257912,11.5072114811888,12.7188132739586,12.8461043822805,M,PASS
GSM1052022,11.4775556745311,11.6274017241606,12.8651062124766,12.9650305581408,M,PASS
GSM1052023,11.3767900639593,11.624398881957,13.5654573850097,9.34779676208613,F,PASS
GSM1052024,11.1045966873149,11.2213600305383,13.1644144768858,8.79067194737998,F,PASS
GSM1052025,11.2491415998668,11.3251068132125,13.2149655552706,8.89980472684954,F,PASS
GSM1052026,11.5055173534564,11.5199631500546,13.4554491104982,9.02111889521549,F,PASS
GSM1052027,11.1110343822845,11.2889960254724,13.2993353199572,8.90844137256462,F,PASS
GSM1052028,11.04939310047,11.2718057613608,13.1248151920528,8.84683165646033,F,PASS
GSM1052029,11.0085442369305,11.221461598749,13.1755748665368,8.95249014207536,F,PASS
GSM1052030,11.0691118243682,11.3391338264715,12.5559218851596,12.6585697020421,M,PASS
GSM1052031,11.2505711857809,11.4166411304436,13.334431249758,9.01174415467526,F,PASS
GSM1052032,11.0455895531478,11.2254216060095,13.169807100505,8.75996250498533,F,PASS
GSM1052033,10.7778588995966,10.9266273324722,12.8841370367512,8.60743309595013,F,PASS
GSM1052034,11.3123519542234,11.4149006616602,12.5733131870202,12.7199439372371,M,PASS
GSM1052035,11.1696159867782,11.3504040908788,12.5311828743657,12.7142150064489,M,PASS
GSM1052036,11.1667094585899,11.3163794746129,12.5550934143039,12.7499056264776,M,PASS
GSM1052037,10.5990444433973,11.038989233904,12.2111422411145,12.334271891803,M,PASS
GSM1052156,12.3937851257881,12.1829957929666,13.9112843546237,9.1674361953986,F,PASS
