SampleID,mMed,uMed,xMed,yMed,predictedSexQC,BMIQ
GSM1506336,11.5767344389839,11.6575599569332,13.0406797660282,13.0212260786796,M,PASS
GSM1506337,12.0430340148209,11.7559223812861,13.1601992228856,13.2956796038656,M,PASS
GSM1506338,12.0368034175883,11.934575803848,13.3253250210332,13.3593405460412,M,PASS
GSM1506339,12.3793423377635,12.0986897178188,13.4520054402187,13.4967262452359,M,PASS
GSM1506340,12.6396227729614,12.2887046640144,14.1484842128057,9.17741073438161,F,PASS
GSM1506341,12.2583803677647,12.0649916325666,14.0151697744588,9.09045385738882,F,PASS
GSM1506342,11.7640510964186,11.7777773947808,13.0387321539796,13.0556841317702,M,PASS
GSM1506343,12.2402570661676,11.9740814582121,13.2368657970892,13.0415706096672,M,PASS
GSM1506344,12.1982953500362,11.9798139497435,13.2823708026383,13.3777956482275,M,PASS
GSM1506345,12.2545055634155,12.0143028232813,13.4066594881215,13.5094554155764,M,PASS
GSM1506346,12.3149759479029,12.1757800800239,14.1173989922332,9.17211765216251,F,PASS
GSM1506347,12.4543203037412,12.3625209145409,14.2469473913946,9.16041192300442,F,PASS
GSM1506300,12.1335739096291,11.7231366117753,13.6365777254577,8.61805606953648,F,PASS
GSM1506301,12.1645514584269,11.89500061074,13.7865467045402,8.83880648427197,F,PASS
GSM1506302,12.3135866190265,12.1440755132592,13.9631540562848,9.07702243472757,F,PASS
GSM1506303,12.1548509901056,11.8996368881682,13.8933307379918,9.00676751738966,F,PASS
GSM1506304,11.9154775137603,11.7233547186068,13.8457910248943,9.05838123334218,F,PASS
GSM1506305,12.1720641693747,12.0302297628326,13.3107129112075,13.3557588393346,M,PASS
GSM1506306,11.4499938133914,11.4959809557126,13.4954607671722,8.85312741151869,F,PASS
GSM1506307,12.2342314952533,11.9576250045249,13.8049505675693,8.83722759509228,F,PASS
GSM1506308,12.3650297609998,12.0879003718355,14.0145212225221,8.98697434961035,F,PASS
GSM1506309,12.4691488174975,12.1485349003937,14.0548260959357,9.02740594078403,F,PASS
GSM1506310,12.2865747009825,11.9055977961807,14.0032700598972,9.0908020659841,F,PASS
