ProbeID,GSM1920450,GSM1920411,GSM1920405,GSM1920406,GSM1920407,GSM1920408,GSM1920415,GSM1920447,GSM1920448,GSM1920413,GSM1920423,GSM1920452,GSM1920410,GSM1920412,GSM1920414,GSM1920416,GSM1920417,GSM1920418,GSM1920419,GSM1920422,GSM1920409,GSM1920451,GSM1920454,GSM1920456,GSM1920449,GSM1920420,GSM1920453
cg20822990,0.396958266611648,0.398621822183645,0.390658735097515,0.313971595206466,0.281487598785631,0.428143259203813,0.307148851939081,0.36146685414672,0.401278258612117,0.294607592492458,0.29167058117589,0.397162549748831,0.308029507986481,0.355529953917198,0.398107818965744,0.329749114145195,0.342994336051828,0.228342282288733,0.422094643237165,0.320124419166561,0.39948255349677,0.363909157590263,0.433842134721419,0.398886505758885,0.529478886084873,0.465650688602667,0.294679776923113
cg22512670,0.76211214148039,0.769780186346549,0.746171049412528,0.685075981477277,0.700115234368791,0.782474226154294,0.598450944817067,0.680357874463411,0.748176728485244,0.645352415161921,0.571652064906929,0.731866044200351,0.629533404764488,0.725172201988074,0.768844626647321,0.636839369290599,0.564955468912817,0.494572073077699,0.766936842897067,0.63862135337697,0.776388309502509,0.722978036182552,0.762986263712767,0.697211797626189,0.86494667136828,0.815085184101694,0.647840747079279
cg25410668,0.408122674659335,0.426317463031616,0.36884559927026,0.378800293012281,0.473237625413849,0.515899224878019,0.462160078592632,0.652372088301803,0.545229494607215,0.470091980168021,0.511847957517927,0.47592264733098,0.448762015005429,0.444038846361369,0.407368009287796,0.475689067503951,0.409805265679606,0.617762649765444,0.369948241989457,0.525597269804986,0.440715273895005,0.412574109848012,0.374789347382391,0.531491760971081,0.441092306448342,0.402575047201773,0.483653790590772
cg04400972,0.0422893733892019,0.0131065303872817,0.014709910321019,0.013806147495255,0.0167896795168192,0.0227760379574204,0.0221480276836312,0.104275552598814,0.0705385740179569,0.0225861593324917,0.0211562313320121,0.0685694314405244,0.018695646109927,0.017819008593126,0.0159502668299772,0.0146570422063299,0.0198705742836096,0.0287078558129193,0.0202088509068811,0.0270774124233282,0.0232323740113919,0.0435094452460292,0.0179126458068345,0.0198607642426843,0.0437301935418877,0.0230351188194464,0.0877201455840253
cg16054275,0.597920430848474,0.565853202176567,0.553625017536728,0.539914123495944,0.501911914285444,0.543148787842488,0.544326890011311,0.479510856052156,0.525947515909874,0.479639093399398,0.43602558314338,0.523614202354358,0.543180342895209,0.477650683069309,0.559289971430303,0.547327077119267,0.47656767052125,0.356081768512675,0.601306323878082,0.471566318897046,0.656641255935218,0.59267931534906,0.631829457149781,0.534261064324497,0.700745327801117,0.535505525637555,0.438593390674303
cg10501210,0.957098504561662,0.956206006632722,0.963669795620443,0.965263630999852,0.957584055820412,0.951610781605126,0.959506423065652,0.899617561699884,0.950376714962043,0.954649482862642,0.957169035828211,0.941190323960676,0.962045731666476,0.955942510080311,0.971173289137798,0.963934791587077,0.961533537525126,0.808279461864087,0.963980349507932,0.96786332361108,0.963661235189448,0.93990268489201,0.967364884001945,0.968617599350378,0.971577359948011,0.964098476105423,0.821764690760174
cg09809672,0.822733778673069,0.712484899105325,0.65328390617473,0.444743746881026,0.466025258821055,0.609592819721029,0.488984523155483,0.53899149685782,0.684154029142149,0.507041833339613,0.503878436508135,0.665113092506331,0.512047626995012,0.538222276694749,0.615084149876107,0.462754868775648,0.422539135359726,0.24160118881219,0.596438497331607,0.465935443554592,0.681392904689937,0.704412712430806,0.725370641614672,0.549260121263674,0.878906533512297,0.694203183830442,0.521578494167726
ch.2.30415474F,0.0910712899577321,0.261317396649936,0.121371035651606,0.0968097940840443,0.0314237355601649,0.0895353758363873,0.0845346374740853,0.0776609471324008,0.139877188011385,0.0985395828405067,0.0643747220847208,0.0745687940194604,0.104297735781797,0.117093516732437,0.171983287006524,0.0823449669616005,0.091907910724228,0.0448687465939082,0.129373331880503,0.0896153175984352,0.226541370627751,0.0981647494627915,0.215756654119348,0.102173440492565,0.227087685137396,0.191588738946149,0.0731219057979781
cg22158769,0.0148992628190925,0.0161019387515954,0.015296081098005,0.0155363570318949,0.0172754821068735,0.0176488318572673,0.0159325124937394,0.0182477793996416,0.018664921962632,0.0194796316474553,0.0176844006475562,0.0186968282891818,0.0146358040380537,0.0142406834280618,0.01525008630739,0.0160601628380197,0.0164329348876501,0.0159492684531958,0.0175397636441208,0.0166776900939065,0.0173141444505958,0.0164543032406616,0.0157575296712174,0.0140252030560593,0.0169386718383742,0.015821799112537,0.027285041805684
cg02085953,0.433623967279803,0.538439528740821,0.568009400144888,0.474145078086743,0.493639447001813,0.456856362757782,0.450661542446621,0.409623402578249,0.428889509150644,0.439433170632162,0.429654461181309,0.407616944028075,0.476631074471747,0.475670523022169,0.552092112254929,0.482469532959418,0.460435817347827,0.380261720199433,0.528496478255778,0.430234997008737,0.527598608525154,0.437254012423561,0.534085434318381,0.44468636972299,0.582982215065223,0.539362462401139,0.37917780002139
cg06639320,0.242944841026152,0.0787217539711434,0.161560327850763,0.205784841059825,0.251165576116531,0.215753462331881,0.261180825619095,0.36273093557013,0.269662646275796,0.224328025162204,0.28135974205386,0.298893053559122,0.243193866863869,0.170050027074029,0.117237014488734,0.23143635252284,0.214037588421484,0.413975863293707,0.219264561994592,0.203482107419599,0.150032346173102,0.262761403356186,0.159967995743692,0.265300561511897,0.217371255635565,0.153426600966631,0.394162220608077
cg22454769,0.256101443186205,0.0552716475769441,0.14574292033639,0.169106262714463,0.215224076339944,0.223313421267187,0.257721110216776,0.458275928269942,0.438132766012286,0.224228780663013,0.304164580951663,0.369625021594716,0.241936431773633,0.159861491918658,0.0713798594796274,0.250455282298138,0.196538268265466,0.534457272856378,0.246670909160778,0.189527542892241,0.0769766635443496,0.314244367562352,0.11770799434332,0.243151671926028,0.232297093164561,0.119916904475493,0.489604495283369
cg24079702,0.154987860042982,0.0334779540993497,0.1290419012554,0.133131528400185,0.161158205921646,0.157137077556142,0.164838674394235,0.298691485524406,0.252045772143771,0.114681598227343,0.168309571315916,0.241545848090659,0.146449899085604,0.0916168733430754,0.0480055133747094,0.171230608040729,0.108394353636231,0.362036153091574,0.148449634461192,0.115071488051002,0.0758813507306453,0.162717403208804,0.0848784253820455,0.155875223135096,0.173261804007156,0.089936552432561,0.351653755953714
cg23606718,0.0423591389763256,0.0744664487344919,0.0660894339477165,0.0832178437445172,0.0786565697673907,0.119011859861037,0.110134572924859,0.1323530193785,0.0572473920098173,0.0850489297207129,0.116955944940605,0.0662950965245476,0.0744161662350664,0.0664397067959228,0.0780841825570884,0.0665456567427107,0.0846496084029691,0.186794450403912,0.054481560468141,0.13841332008841,0.0476554189815321,0.0483429306159889,0.0812468241337955,0.135959128971437,0.106535159854345,0.0838072987522121,0.0823847871927656
cg22016779,0.325306553645173,0.310514980657828,0.311438895683445,0.290854655245462,0.261476632647174,0.273130071251205,0.297573345380457,0.179302589277211,0.195934232338345,0.269507005886581,0.265977667964881,0.24701076356576,0.288231404033219,0.351549730670012,0.396540260804863,0.274398224032451,0.27043072978763,0.216888127764733,0.408652879696889,0.216280147292358,0.416639184386258,0.261670714491288,0.415736690095257,0.272293446407459,0.476630810469148,0.405039022427356,0.181818786079952
cg04474832,0.302958057450694,0.206003055545524,0.169109155294169,0.144018741598105,0.122923770636507,0.192814917184117,0.126402684771057,0.257974112505104,0.267529764892382,0.170218105307543,0.141240653522483,0.290474696244876,0.184047351090469,0.161621983216349,0.229699739217773,0.172375638585266,0.14662944889491,0.104532298851937,0.234608867285758,0.186808384353349,0.156154633258674,0.292937165897092,0.194336437294402,0.15200474042942,0.393647794901321,0.249318635298687,0.221834822374265
cg03607117,0.0135363239709481,0.0206831749699369,0.0139954548256032,0.0203396045254689,0.0244035075087444,0.0113051058461091,0.0138109113792158,0.0375518722942034,0.0322535260672658,0.0289471967068061,0.034242381260533,0.0309203663589121,0.0244417553006272,0.0197241698167374,0.0208641588823769,0.0254266272028138,0.0306725055664245,0.0681601298657181,0.0257291092095631,0.0217659299888276,0.0275804227764644,0.0264217602441058,0.0180475389247785,0.0241280824413916,0.0155969173028295,0.0168780919501227,0.0282993270880345
cg07553761,0.190844903118785,0.0372000153808283,0.0547077015274575,0.0728561358170879,0.0608112437539048,0.0661793419604225,0.126862689573914,0.235656042474755,0.194126263263118,0.0456360591130017,0.0819095945261656,0.159538960373603,0.0554669451771062,0.039468270450072,0.0390470134621761,0.0532099476187867,0.0643098791540321,0.159361369420818,0.0465262147191651,0.071123795600787,0.0681043951304048,0.124297326746827,0.045385118430065,0.113893189446183,0.170033354873809,0.0610374937321543,0.220564121109856
cg00481951,0.0923359510400019,0.0972259319419241,0.0768937810629731,0.0915606379867109,0.117198785013659,0.155139228852176,0.130795517562515,0.180109112289792,0.104270014733722,0.13255525811901,0.173556660146531,0.156767898396244,0.0848417532880752,0.0970524941984697,0.0953109802400088,0.129162653550568,0.118489735703571,0.210360149566033,0.109098103256736,0.177708980669284,0.0914594807768699,0.104080206132593,0.0646290507921933,0.185298041940154,0.062214703293914,0.111660912163445,0.181154367314668
cg25478614,0.29177432852819,0.192748840279576,0.275223800406294,0.284422427088365,0.301923300476134,0.36061284628712,0.322997801076266,0.319863271472596,0.236467291282874,0.303855097984349,0.281858201210744,0.285490932584182,0.247723155691978,0.248193718502059,0.228263688558714,0.279151987496092,0.314052988040803,0.361779705580021,0.324058548039235,0.282277287244681,0.312586165637654,0.283987757362614,0.274987127628475,0.31241183602703,0.260584367791664,0.251238691815029,0.333230001603039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg02650266,0.0231881464319763,0.0251270213659927,0.0231907792812359,0.0285223510683462,0.0297426202030632,0.0366821375370625,0.0581839953723382,0.060875923233743,0.0337958849413292,0.0340803332002422,0.0390801540129973,0.033635000855495,0.026248892241987,0.028548953147331,0.0268830873391022,0.0299627567812335,0.0311703871283747,0.0615805148895231,0.0254795970830668,0.0366830700442958,0.0274965142783431,0.0352922063399225,0.0252922868420503,0.0931357874745824,0.0361904976973972,0.032977460886449,0.0564949167829924
cg08234504,0.30072422722042,0.429452387554393,0.426931863171468,0.391470889049038,0.343533332268356,0.414772277713313,0.33579025924849,0.312367808973599,0.282974303533008,0.369095053630907,0.354006822284393,0.344186570732343,0.39996537929153,0.383649419694593,0.439509737778094,0.407049861276966,0.363632247422029,0.321796092376819,0.438362497234738,0.371469000669987,0.388085285861536,0.350390005991223,0.411538146850812,0.374105908100426,0.399598886572287,0.460668376185004,0.267669336599997
cg23500537,0.265648504487719,0.256508731365583,0.276014195153827,0.253668128793352,0.293337394225385,0.33737845671766,0.338450768916065,0.364082893030744,0.322815868494999,0.305372790672125,0.364387041668999,0.345825679471462,0.301096222532039,0.282966232546702,0.290814493126579,0.279528055892813,0.295705136860942,0.423207618607425,0.229420038547162,0.336044071082516,0.262278892984285,0.341496169659881,0.307987466450265,0.402497100750508,0.292352121842188,0.271564221818597,0.376817329539235
cg20052760,0.40906488976701,0.364707009741045,0.330630269100531,0.375173160114581,0.285329842387779,0.405615116902044,0.342820316756102,0.224002035276622,0.343370813896337,0.348374441809404,0.215891387719345,0.297656978450725,0.289408516842088,0.299220029884249,0.404159654987391,0.328773570683965,0.310183350799793,0.224463208561932,0.438883924863352,0.24555316956873,0.354220668208076,0.341027687343052,0.397366848994493,0.360109034754025,0.465441926780449,0.416973499204623,0.263474204946097
cg16867657,0.352673577021349,0.243198287424965,0.268023846290584,0.290875313502539,0.332594009902286,0.418007492385501,0.472858945074536,0.53230023420727,0.465848032606236,0.409852557957198,0.443412712504351,0.379681855854398,0.399902028511024,0.322986742940081,0.298126348773454,0.445297630612774,0.355602435813649,0.574444661592961,0.318444307551255,0.418537719470735,0.34820826128506,0.39519876254977,0.301881178502855,0.440773404791929,0.386355480512784,0.277466103877148,0.608711689401106
cg22736354,0.115963097770549,0.108583580485044,0.121800060697605,0.13342267195441,0.133649586552485,0.137648540393056,0.167049843804871,0.251227308767087,0.118794952272256,0.143230416916053,0.171343856474186,0.195364793154296,0.173505430611754,0.141989738708417,0.122693941478445,0.169823286752735,0.156456588702376,0.270633048199914,0.109897353719224,0.126206203181304,0.128920642556776,0.115758346935141,0.117394390696417,0.172830634915853,0.176566463642947,0.128248026169282,0.219582873886052
