SampleID,DNAmAge,Comment,noMissingPerSample,meanMethBySample,minMethBySample,maxMethBySample,predictedGender,meanXchromosome
GSM1013198,8.76451298798782,,0,0.289799516003086,0.0171455050973123,0.969362047947989,Male,0.340646598242574
GSM1013208,9.6986791377552,,0,0.299381559391068,0.0168743195838877,0.971947032859245,Male,0.351123126548358
GSM1013200,5.12336471506455,,0,0.315101334483739,0.0135824512179569,0.976936636960141,Male,0.369905262667611
GSM1013180,12.0279411796137,,0,0.287358572450084,0.0121129403736245,0.974548707106847,Male,0.336259358943603
GSM1013175,2.63372079609174,,0,0.29402337147061,0.0110379961791552,0.972263066434969,Male,0.331568637524199
GSM1013229,4.05423702707213,,0,0.284031872290021,0,0.977787091366303,Male,0.337913535738879
GSM1013176,16.0746583803254,,0,0.300015399938419,0.0148696313714641,0.971540869058883,Male,0.350571674231848
GSM1013181,7.29025719529183,,0,0.291682175365589,0.0136597241006221,0.977132060720568,Male,0.339164388346956
GSM1013182,4.32257382288226,,0,0.30373064780679,0,0.970803755438516,Male,0.344290584363709
GSM1013177,5.55923108015801,,0,0.302648654111978,0,0.971025893149787,Male,0.353097817883545
GSM1013178,14.2419160443153,,0,0.313049675918451,0.013007651559741,0.976792428367691,Male,0.362161096980796
GSM1013183,8.10983703681634,,0,0.311490254983588,0,0.97203437588053,Male,0.358598281447703
GSM1013213,12.0577323157241,,0,0.289918287021884,0.0174681256901917,0.971952817824377,Male,0.340881600368677
GSM1013221,10.7774760489661,,0,0.302433136590442,0.0171230043841509,0.971664698937426,Male,0.352975804153171
GSM1013214,4.07715684947709,,0,0.300847055788605,0.0189617880317231,0.971730902911871,Male,0.351984793853003
GSM1013222,6.44068748205646,,0,0.303932143364844,0.0172136012889002,0.969908718917218,Male,0.354600358766673
GSM1013223,10.0413289481352,,0,0.302344756880971,0.0144819349059421,0.974924012158055,Male,0.353482783369745
GSM1013215,8.49255297885691,,0,0.303749847943484,0.0173369425109564,0.973011214757363,Male,0.352192648217206
GSM1013224,8.57735328087463,,0,0.303490889784845,0.0163719050025265,0.977249488752556,Male,0.354274531751475
GSM1013187,17.9668494328863,,0,0.320994703622189,0.0244870946393117,0.961032774390244,Male,0.369368874890607
GSM1013233,4.32214857370547,,0,0.322887028365007,0.0298041933806966,0.949718642221819,Male,0.370964586402634
GSM1013205,7.70425913945953,,0,0.291960087880738,0.0121786197564276,0.969676700111483,Male,0.34240184164903
GSM1013192,7.96066517757405,,0,0.300347503438444,0.0313036981695928,0.958207928454725,Male,0.348329640941409
GSM1013188,7.52140272121829,,0,0.300065106758951,0.03054045410937,0.957848079262993,Male,0.349390025889366
GSM1013231,6.21495433676483,,0,0.305235802301613,0.0310051107325383,0.954690547969498,Male,0.35647881026604
GSM1013193,10.3391155854056,,0,0.298648230869004,0.0177569429646992,0.969552623109109,Male,0.348940037023611
GSM1013194,8.26284699560036,,0,0.297489910624835,0,0.96707182320442,Male,0.346399161280082
GSM1013189,10.3564556656776,,0,0.299248780943213,0.0137948761888441,0.974466891133558,Male,0.346419950605522
GSM1013232,5.99316386491982,,0,0.293848111779732,0.0110174442867874,0.972377194176078,Male,0.335389268652602
GSM1013190,11.2640255702726,,0,0.295929472989909,0.0139552814186584,0.97649383388976,Male,0.346128436824168
GSM1013195,10.6027225057938,,0,0.280566912728729,0.0155131264916468,0.968332879324435,Male,0.329238221085658
GSM1013196,7.93981132986288,,0,0.301118642175495,0.0140161397973424,0.971437139215833,Male,0.347835640205601
GSM1013197,11.6060637901459,,0,0.297968767896609,0.0146211511058794,0.967543296985247,Male,0.349697457378645
GSM1013191,6.53410174636795,,0,0.307476701510822,0.0153651195944876,0.972736625514403,Male,0.357274972711667
GSM1013206,15.7480656882824,,0,0.299025096641816,0.015853470832692,0.973400378953505,Male,0.351110881932199
GSM1013201,12.4091391930591,,0,0.286885895022664,0.0129638792676893,0.97436289890564,Male,0.335986498233278
GSM1013209,10.6363911575434,,0,0.288043280906464,0,0.970969107067287,Male,0.336955145782459
GSM1013234,29.4942951523608,,0,0.287768385926671,0.0146040857673476,0.973667857697685,Male,0.339814325708881
GSM1013210,8.67134114669193,,0,0.292257559856078,0.0162826953057336,0.97382375220941,Male,0.343514579233008
GSM1013211,5.42912230475575,,0,0.295638680096785,0,0.972258212026522,Male,0.346037254655419
GSM1013202,12.3902460491203,,0,0.292994294069931,0.0155744488751787,0.970165329312295,Male,0.343659582618957
GSM1013235,42.4064148149916,,0,0.303137103568157,0.0141167843065359,0.974865224392635,Male,0.354449431078994
GSM1013203,9.59332178171766,,0,0.307151756937119,0.0149698615618997,0.973102529960053,Male,0.358177004134776
GSM1013212,4.82925302591612,,0,0.308448316333072,0,0.97712819368515,Male,0.360274983958136
GSM1013204,10.9435940407656,,0,0.315416463268553,0.0164048204934065,0.974284110050533,Male,0.365672085755189
GSM1013216,17.8990560484248,,0,0.298129917095671,0,0.96684571216892,Male,0.348606968033076
