GEO_sample,entropy
200049730032_R04C02,0.402699899323025
9297949061_R01C01,0.401934288617868
9297949061_R01C02,0.404350375990527
9297949061_R02C01,0.396906561516372
9297949061_R02C02,0.390008523407064
9297949061_R03C01,0.385806024297061
9297949061_R03C02,0.38385339178488
9297949061_R04C01,0.384973046198009
9297949061_R04C02,0.401629921501287
9297949061_R05C01,0.382356757567147
9297949061_R05C02,0.392595943469418
9297949061_R06C01,0.390937327578488
9297949061_R06C02,0.395751707372979
9297949140_R01C01,0.37914083384839
9297949140_R01C02,0.372053368307163
9297949140_R02C01,0.363607872630307
9297949140_R02C02,0.360645495537743
9297949140_R03C01,0.356604910598096
9297949140_R03C02,0.349850187378598
9297949140_R04C01,0.359277278413096
9297949140_R04C02,0.356587384565459
9297949140_R05C01,0.346909746089448
9297949140_R05C02,0.357523729469404
9297949140_R06C01,0.350043541563056
9297949140_R06C02,0.342240464939932
9297949145_R01C01,0.373020820867307
9297949145_R01C02,0.376706728306864
9297949145_R02C01,0.379574761751235
9297949145_R02C02,0.382543422810092
9297949145_R03C01,0.366998265717633
9297949145_R03C02,0.37805166577119
9297949145_R04C01,0.365118542658749
9297949145_R04C02,0.37398249495902
9297949145_R05C01,0.375248680961352
9297949145_R05C02,0.364496006308578
9297949145_R06C01,0.347028590294541
9297949145_R06C02,0.360846241553136
9297949151_R01C01,0.403717011406856
9297949151_R01C02,0.383705611559868
9297949151_R02C01,0.389073570019154
9297949151_R02C02,0.382268344812597
9297949151_R03C01,0.38455632980511
9297949151_R03C02,0.384882639417142
9297949151_R04C01,0.367246201349548
9297949151_R04C02,0.372757712088471
9297949151_R05C01,0.358056799892459
9297949151_R05C02,0.35789026813317
9297949151_R06C01,0.356466178827416
9297949151_R06C02,0.36541888835263
9376537037_R01C01,0.365631869938015
9376537037_R01C02,0.360213920215888
9376537037_R02C01,0.368545910551186
9376537037_R02C02,0.376949004515294
9376537037_R03C01,0.358546549080628
9376537037_R03C02,0.366069656789726
9376537037_R04C01,0.368297754675087
9376537037_R04C02,0.357763517531619
9376537037_R05C01,0.367893594336764
9376537037_R05C02,0.358993025091607
9376537037_R06C01,0.365522950874044
9376537037_R06C02,0.370456227783056
9829118108_R01C01,0.38645726705901
9829118108_R01C02,0.37675547034137
9829118108_R02C01,0.373117668331802
9829118108_R02C02,0.368930723703676
9829118108_R03C01,0.366411781313661
9829118108_R03C02,0.366037001732034
9829118108_R04C01,0.373380194762395
9829118108_R04C02,0.374450387972376
9829118108_R05C01,0.370580027605818
9829118108_R05C02,0.361551043143563
9829118108_R06C01,0.359168417464864
9829118108_R06C02,0.359713626530932
9829118109_R01C01,0.389874760282188
9829118109_R01C02,0.40098214352311
9829118109_R02C01,0.377207656326699
9829118109_R02C02,0.405403253118478
9829118109_R03C01,0.392267892357585
9829118109_R03C02,0.374129660103357
9829118109_R04C01,0.369195272951467
9829118109_R04C02,0.378858323533525
9829118109_R05C01,0.359521849560883
9829118109_R05C02,0.354943463917379
9829118109_R06C01,0.36214516305588
9829118109_R06C02,0.369527256374414
9829118128_R01C01,0.381177371969762
9829118128_R01C02,0.392126565371982
9829118128_R02C01,0.378077247785549
9829118128_R02C02,0.38679113723958
9829118128_R03C01,0.374273320628137
9829118128_R03C02,0.379786757102801
9829118128_R04C01,0.369276830901877
9829118128_R04C02,0.370701310198717
9829118128_R05C01,0.376831783620348
9829118128_R05C02,0.379986570496092
9829118128_R06C01,0.370984763433156
9829118128_R06C02,0.363014731934805
9829118133_R01C01,0.406814505860793
9829118133_R01C02,0.414426627994581
9829118133_R02C01,0.408966791418268
9829118133_R02C02,0.406991385284562
9829118133_R03C01,0.393939412888866
9829118133_R03C02,0.403689047479098
9829118133_R04C01,0.393404913644921
9829118133_R04C02,0.388992446486869
9829118133_R05C01,0.369803865693848
9829118133_R05C02,0.369581215826832
9829118133_R06C01,0.348057153839954
9829118133_R06C02,0.360986299260217
9829118135_R01C01,0.360716611350763
9829118135_R01C02,0.355635236029036
9829118135_R02C01,0.359638404550793
9829118135_R02C02,0.362684337335275
9829118135_R03C01,0.368170780248214
9829118135_R03C02,0.361479775088643
9829118135_R04C01,0.359879544708477
9829118135_R04C02,0.366187526622635
9829118135_R05C01,0.355725560557812
9829118135_R05C02,0.357173528089434
9829118135_R06C01,0.355575479672501
9829118135_R06C02,0.352675287429988
9829118140_R01C01,0.373382253328278
9829118140_R01C02,0.362663802864807
9829118140_R02C01,0.362206659395517
9829118140_R02C02,0.377666798761271
9829118140_R03C01,0.355698501361017
9829118140_R03C02,0.354151553766565
9829118140_R04C01,0.350255067054518
9829118140_R04C02,0.352485308223764
9829118140_R05C01,0.357506464968973
9829118140_R05C02,0.360531748774363
9829118140_R06C01,0.359456638881564
9829118140_R06C02,0.359125294278119
9829118142_R01C01,0.357479661168518
9829118142_R01C02,0.356288021588042
9829118142_R02C01,0.356845607315182
9829118142_R02C02,0.365994527524073
9829118142_R03C01,0.357901871613983
9829118142_R03C02,0.354703540862563
9829118142_R04C01,0.361411929908518
9829118142_R04C02,0.423359937321942
9829118142_R05C01,0.351857423653421
9829118142_R05C02,0.351820301227926
9829118142_R06C01,0.345728312442178
9829118142_R06C02,0.365745508423464
9829118143_R01C01,0.371661360392514
9829118143_R01C02,0.366184487285727
9829118143_R02C01,0.365900739117477
9829118143_R02C02,0.367856828669837
9829118143_R03C01,0.371025160357277
9829118143_R03C02,0.361712297285921
9829118143_R04C01,0.365182897202757
9829118143_R04C02,0.363916752122945
9829118143_R05C01,0.361791327441661
9829118143_R05C02,0.36682005310634
9829118143_R06C01,0.362914914737055
9829118143_R06C02,0.360783610327084
9878827069_R01C01,0.385923524957408
9878827069_R01C02,0.386039011474242
9878827069_R02C01,0.375608250054836
9878827069_R02C02,0.380943444212667
9878827069_R03C01,0.381937672013747
9878827069_R03C02,0.387708342458496
9878827069_R04C01,0.37829301692929
9878827069_R04C02,0.380788522406961
9878827069_R05C01,0.378096317803345
9878827069_R05C02,0.364778707608707
9878827069_R06C01,0.357122982694705
9878827069_R06C02,0.366545204131022
9878827091_R01C01,0.355465578001272
9878827091_R01C02,0.352873096539989
9878827091_R02C01,0.352355038860799
9878827091_R02C02,0.356235518569208
9878827091_R03C01,0.349360086451172
9878827091_R03C02,0.357928465274338
9878827091_R04C01,0.353752468027558
9878827091_R04C02,0.34887678793031
9878827091_R05C01,0.346532460573718
9878827091_R05C02,0.348622358204311
9878827091_R06C01,0.341107898798996
9878827091_R06C02,0.353198682197137
9878827132_R01C01,0.421596426146061
9878827132_R01C02,0.421733953580898
9878827132_R02C01,0.433120474618949
9878827132_R02C02,0.422021678918715
9878827132_R03C01,0.425884192364387
9878827132_R03C02,0.418338467062787
9878827132_R04C01,0.429552080531376
9878827132_R04C02,0.421625536398064
9878827132_R05C01,0.399401774077116
9878827132_R05C02,0.409265009199642
9878827132_R06C01,0.399918915969124
9878827132_R06C02,0.413919050541391
9878827146_R01C01,0.369611957910495
9878827146_R01C02,0.385892591456548
9878827146_R02C01,0.374026344549437
9878827146_R02C02,0.367053897399261
9878827146_R03C01,0.362578575558715
9878827146_R03C02,0.353931704654979
9878827146_R04C01,0.376211146767645
9878827146_R04C02,0.368432177477863
9878827146_R05C01,0.363416558777235
9878827146_R05C02,0.359143151571229
9878827146_R06C01,0.370866720526972
9878827146_R06C02,0.355244701761622
9878827149_R01C01,0.372201699661997
9878827149_R01C02,0.36452183758978
9878827149_R02C01,0.370247580891294
9878827149_R02C02,0.413516938740867
9878827149_R03C01,0.365701978030373
9878827149_R03C02,0.369111085658752
9878827149_R04C01,0.363059860809746
9878827149_R04C02,0.371021791732932
9878827149_R05C01,0.3623230415379
9878827149_R05C02,0.365981503583076
9878827149_R06C01,0.362765111583784
9878827149_R06C02,0.362940702539308
9904796227_R01C01,0.35987268213475
9904796227_R01C02,0.361939247303971
9904796227_R02C01,0.355825227131646
9904796227_R02C02,0.370732084025165
9904796227_R03C01,0.353265293090308
9904796227_R03C02,0.34234536795742
9904796227_R04C01,0.352727984201773
9904796227_R04C02,0.352096881085789
9904796227_R05C01,0.341062269666864
9904796227_R05C02,0.347949370145343
9904796227_R06C01,0.347764763138158
9904796227_R06C02,0.34604787898755
9933569013_R01C01,0.36621041090781
9933569013_R01C02,0.361993815989675
9933569013_R02C01,0.442718061188473
9933569013_R02C02,0.365858139943483
9933569013_R03C01,0.356805555096398
9933569013_R03C02,0.365803828874553
9933569013_R04C01,0.366238341298857
9933569013_R04C02,0.360476788065779
9933569013_R05C01,0.360034419951492
9933569013_R05C02,0.354955868250275
9933569013_R06C01,0.360203296223984
9933569013_R06C02,0.358959309819236
9933569015_R01C01,0.370694850936441
9933569015_R01C02,0.374902282626466
9933569015_R02C01,0.375712042735083
9933569015_R02C02,0.385201049304327
9933569015_R03C01,0.374790332415338
9933569015_R03C02,0.377739123795056
9933569015_R04C01,0.379378405963279
9933569015_R04C02,0.384241730041562
9933569015_R05C01,0.381542141452386
9933569015_R05C02,0.38311011557207
9933569015_R06C01,0.378102781877762
9933569015_R06C02,0.375613486625249
GSM2808248,0.378966486506769
GSM2808249,0.383491767558539
GSM2808250,0.383836641127819
GSM2808251,0.401096305357384
GSM2808252,0.412017907304017
GSM2808253,0.408252473006069
GSM2808254,0.405796957059969
GSM2808255,0.391846800337903
GSM2808256,0.385445396199402
GSM2808257,0.403085036477544
GSM2808239,0.390074259435389
GSM2808258,0.398226088250742
GSM2808259,0.394860139806758
GSM2808260,0.39696742430538
GSM2808261,0.391642822378849
GSM2808262,0.389912030752732
GSM2808263,0.397021064729478
GSM2808264,0.385545906660525
GSM2808265,0.39604873252318
GSM2808266,0.393271625810822
GSM2808267,0.392675569159339
GSM2808240,0.397195726280324
GSM2808268,0.38936320170281
GSM2808269,0.387933895466784
GSM2808270,0.402681247686375
GSM2808271,0.389449061633444
GSM2808272,0.382916769866667
GSM2808273,0.384602846907204
GSM2808274,0.383608343232166
GSM2808275,0.396944839659821
GSM2808276,0.391255670360122
GSM2808277,0.387828271480835
GSM2808241,0.393977743697298
GSM2808278,0.38732171058159
GSM2808279,0.382922576800343
GSM2808280,0.394297991228359
GSM2808281,0.398335425923206
GSM2808282,0.401559339152884
GSM2808283,0.389708261715566
GSM2808284,0.398068190052255
GSM2808285,0.385612024840769
GSM2808286,0.39476238813779
GSM2808242,0.382633159884697
GSM2808243,0.386468915155697
GSM2808244,0.373689179133325
GSM2808245,0.388226711621672
GSM2808246,0.389693953196017
GSM2808247,0.391949957116273
GSM3035401,0.381458501894429
GSM3035402,0.401788313351183
GSM3035403,0.384965506712108
GSM3035404,0.397875200491799
GSM3035405,0.38445165025518
GSM3035406,0.38878285727057
GSM3035407,0.394999187543095
GSM3035408,0.385801131660281
GSM3035409,0.36750179343677
GSM3035410,0.387471853717199
GSM3035411,0.369492696936516
GSM3035412,0.377276233712695
GSM3035413,0.401670785869989
GSM3035414,0.383227620870497
GSM3035415,0.394016428529207
GSM3035416,0.388762064462425
GSM3035417,0.388114496678423
GSM3035418,0.373040821351773
GSM3035419,0.399578627436455
GSM3035421,0.368334675311739
GSM3035422,0.398144965726699
GSM3035423,0.360277254218034
GSM3035424,0.368960940190286
GSM3035425,0.390965895014531
GSM3035426,0.377041636018887
GSM3035427,0.37937086360578
GSM3035428,0.376869619652575
GSM3035429,0.374563941401935
GSM3035430,0.394972294590389
GSM3035431,0.378391246112168
GSM3035432,0.374490565019119
GSM3035433,0.389598220677616
GSM3035434,0.393857077272682
GSM3035435,0.377459335550806
GSM3035436,0.367251529663097
GSM3035437,0.367322719965055
GSM3035438,0.367742880005847
GSM3035439,0.353302689805974
GSM3035440,0.384999114075306
GSM3035441,0.394958294970646
GSM3035442,0.38012347816534
GSM3035443,0.387161356017362
GSM3035444,0.392865647874604
GSM3035445,0.367776153128247
GSM3035446,0.355184073004174
GSM3035447,0.391049946880662
GSM3035448,0.368937889810942
GSM3035449,0.409301365016425
GSM3035450,0.408094796201477
GSM3035451,0.401721195788261
GSM3035452,0.403703456706475
GSM3035453,0.37978066782525
GSM3035454,0.377171626474718
GSM3035455,0.380281382658782
GSM3035456,0.386556502478743
GSM3035457,0.372185294800638
GSM3035458,0.405365472197045
GSM3035459,0.372365876061324
GSM3035460,0.386801383987441
GSM3035461,0.37339399432126
GSM3035462,0.382104210486432
GSM3035463,0.38294623385943
GSM3035464,0.368284822015991
GSM3035465,0.366330240814008
GSM3035466,0.378812432112243
GSM3035467,0.365623428739223
GSM3035468,0.386718365528361
GSM3035469,0.392330583933575
GSM3035470,0.350640513656871
GSM3035471,0.368305803617404
GSM3035472,0.373791407545656
GSM3035473,0.36742435727655
GSM3035474,0.409604787832218
GSM3035475,0.362200930394968
GSM3035476,0.388275446307034
GSM3035477,0.395391247224694
GSM3035478,0.38243335381845
GSM3035479,0.362431975222869
GSM3035480,0.401225488546094
GSM3035481,0.37630311925695
GSM3035482,0.403932202537175
GSM3035483,0.412184559813405
GSM3035484,0.430206151340289
GSM3035485,0.397648352802059
GSM3035486,0.401180982069243
GSM3035487,0.393303470649396
GSM3035488,0.40769217114067
GSM3035489,0.39362278850515
GSM3035490,0.407843929687011
GSM3035491,0.403470367790762
GSM3035492,0.395941869674459
GSM3035493,0.398322427002606
GSM3035494,0.389710662989194
GSM3035495,0.391569230829894
GSM3035496,0.362319874355279
GSM3035497,0.400841312999121
GSM3035498,0.372871079142526
GSM3035499,0.382088726182806
GSM3035500,0.379797302256044
GSM3035501,0.373285199504481
GSM3035502,0.391581138207037
GSM3035503,0.384104777939927
GSM3035504,0.383276252054686
GSM3035505,0.394317143780906
GSM3035506,0.393076577388431
GSM3035507,0.374609329870599
GSM3035508,0.388980171148422
GSM3035509,0.405641393679257
GSM3035510,0.397450375234881
GSM3035511,0.407083673072048
GSM3035512,0.407538480509202
GSM3035513,0.396605403949742
GSM3035514,0.419647105753442
GSM3035515,0.389359653154734
GSM3035516,0.385196460631993
GSM3035517,0.381894239215226
GSM3035518,0.403102846756578
GSM3035519,0.467034061914792
GSM3035520,0.388464591171061
GSM3035521,0.39727234828734
GSM3035522,0.380983310264423
GSM3035523,0.408084825393271
GSM3035524,0.371074586534848
GSM3035525,0.394799254469408
GSM3035526,0.389356709196506
GSM3035527,0.386459342127117
GSM3035528,0.411451427888165
GSM3035529,0.403526251582911
GSM3035530,0.397550772127605
GSM3035531,0.386086723043739
GSM3035532,0.387025598275052
GSM3035533,0.368020832171188
GSM3035534,0.376094416401325
GSM3035535,0.397095794952773
GSM3035536,0.375604433576271
GSM3035537,0.372527386560729
GSM3035538,0.390250706442298
GSM3035539,0.375510571014562
GSM3035540,0.400721706061321
GSM3035541,0.37494545680223
GSM3035542,0.39230266314946
GSM3035543,0.407056055239121
GSM3035544,0.373987532409243
GSM3035545,0.39677084091976
GSM3035546,0.399004215083148
GSM3035547,0.41209819330266
GSM3035548,0.413275045189015
GSM3035549,0.380671952823726
GSM3035550,0.388940913966847
GSM3035551,0.401390690451194
GSM3035552,0.375071197326515
GSM3035553,0.390404158893073
GSM3035554,0.392681798965727
GSM3035555,0.396104808937042
GSM3035556,0.394138288644802
GSM3035557,0.388540411682208
GSM3035558,0.387191403496939
GSM3035559,0.386165674989811
GSM3035560,0.399443420727495
GSM3035561,0.388710778819065
GSM3035562,0.373021786372302
GSM3035563,0.38511414198711
GSM3035564,0.403489589735438
GSM3035565,0.385658808330043
GSM3035566,0.376883149346472
GSM3035567,0.392657578312389
GSM3035568,0.366673282334421
GSM3035569,0.369247305018133
GSM3035570,0.377388893022486
GSM3035571,0.363251764583832
GSM3035572,0.387741695380293
GSM3035573,0.370136105504189
GSM3035574,0.395192584132129
GSM3035575,0.369064593811246
GSM3035576,0.386110633370761
GSM3035577,0.391241178385977
GSM3035578,0.368461303793212
GSM3035579,0.381928413488783
GSM3035580,0.362158533358224
GSM3035581,0.367972145978952
GSM3035582,0.404125220813255
GSM3035583,0.423660576064484
GSM3035584,0.384012831462264
GSM3035585,0.391233814154389
GSM3035586,0.384519092418945
GSM3035587,0.374872220808641
GSM3035588,0.377629293400542
GSM3035589,0.391221135684984
GSM3035590,0.391283540665529
GSM3035591,0.399975697427207
GSM3035592,0.389515772344102
GSM3035593,0.39325251251874
GSM3035594,0.398793823442978
GSM3035595,0.422677969560045
GSM3035596,0.39601574108627
GSM3035597,0.4012568760282
GSM3035598,0.384353893337496
GSM3035599,0.387568743341677
GSM3035600,0.392334942232836
GSM3035601,0.396604806237224
