ProbeID,GSM1920450,GSM1920381,GSM1920411,GSM1920421,GSM1920457,GSM1920360,GSM1920387,GSM1920405,GSM1920406,GSM1920424,GSM1920407,GSM1920408,GSM1920415,GSM1920352,GSM1920357,GSM1920359,GSM1920386,GSM1920447,GSM1920448,GSM1920370,GSM1920376,GSM1920382,GSM1920390,GSM1920413,GSM1920423,GSM1920446,GSM1920452,GSM1920459,GSM1920349,GSM1920366,GSM1920410,GSM1920412,GSM1920414,GSM1920416,GSM1920417,GSM1920418,GSM1920419,GSM1920422,GSM1920353,GSM1920355,GSM1920361,GSM1920371,GSM1920396,GSM1920400,GSM1920409,GSM1920451,GSM1920356,GSM1920362,GSM1920364,GSM1920373,GSM1920374,GSM1920375,GSM1920379,GSM1920380,GSM1920454,GSM1920456,GSM1920363,GSM1920372,GSM1920383,GSM1920391,GSM1920392,GSM1920399,GSM1920458,GSM1920384,GSM1920389,GSM1920393,GSM1920394,GSM1920395,GSM1920425,GSM1920449,GSM1920455,GSM1920433,GSM1920435,GSM1920437,GSM1920438,GSM1920440,GSM1920442,GSM1920460,GSM1920461,GSM1920464,GSM1920465,GSM1920348,GSM1920358,GSM1920378,GSM1920428,GSM1920434,GSM1920462,GSM1920466,GSM1920436,GSM1920444,GSM1920445,GSM1920469,GSM1920350,GSM1920365,GSM1920367,GSM1920369,GSM1920377,GSM1920388,GSM1920351,GSM1920354,GSM1920368,GSM1920385,GSM1920397,GSM1920398,GSM1920420,GSM1920429,GSM1920430,GSM1920431,GSM1920441,GSM1920467,GSM1920427,GSM1920432,GSM1920439,GSM1920443,GSM1920463,GSM1920468,GSM1920404,GSM1920426,GSM1920401,GSM1920402,GSM1920403,GSM1920453
cg19945840,0.368351705751175,0.396356303790636,0.366904350828384,0.375912253387396,0.411713294049928,0.375941882950911,0.39087926274913,0.362409232531628,0.385993039548022,0.267686286406873,0.41358936692119,0.347705953680604,0.414724638157834,0.394989932735222,0.429746695656989,0.397788458724295,0.383829997735974,0.483258897509734,0.404080570590799,0.343596593869512,0.402598064684441,0.389250612492109,0.388695495119973,0.389277686136281,0.404736787047655,0.434488665324355,0.392218651895651,0.387596485634136,0.397651321233426,0.414728438883598,0.398468462864578,0.352819646826547,0.374996869243589,0.466915936716048,0.39994835983161,0.451965423211403,0.370851022296282,0.40043523880698,0.339325861617106,0.347346287713172,0.394838323514595,0.414778190721714,0.401272984405527,0.404039579702233,0.352491340240304,0.434291905684188,0.387257175070483,0.393131060678549,0.399682456106883,0.395721197824693,0.40037139681182,0.339870242343363,0.400453859047136,0.405470438667734,0.406923925862567,0.431732922572687,0.361727897195992,0.369409898974644,0.420403669487243,0.374243686919755,0.384198862675397,0.415547330789279,0.378206344785213,0.383777881353602,0.347295609057816,0.330664268806706,0.377714471541594,0.392174875796498,0.329692140173389,0.405537419495345,0.370440692085866,0.375134047696335,0.360674353198825,0.370520218331049,0.405248627859324,0.379717005771333,0.342724956102875,0.478971695196701,0.374524827991826,0.39778719618259,0.36776136506899,0.436085770428576,0.369221210758305,0.365548902930578,0.379308344831228,0.416347614064313,0.358914375539794,0.403565898340805,0.380766826075823,0.396927337371851,0.377951131080564,0.363642028794863,0.389386987904315,0.432504131267082,0.385250567134446,0.396317923626327,0.447827370296989,0.437679471795414,0.375659073795638,0.352695889095505,0.386037074058487,0.315452549158545,0.35828343064863,0.375764436260584,0.364167465840806,0.355388829568834,0.309948139625442,0.35868328878982,0.409103360623189,0.368859579298687,0.395083504851381,0.360049316035361,0.368409387071782,0.406950580580016,0.382139266818571,0.404760254575288,0.206661911990779,0.22883090828996,0.336921750226887,0.267182349692401,0.361246304088151,0.388814275165045
cg13319175,0.982980409365196,0.977607714947237,0.979009661848195,0.966735560379254,0.962366479466348,0.970065236840965,0.976928173385743,0.985370576638854,0.979662541745007,0.187304025695515,0.98270215051262,0.98239615822923,0.976065446256894,0.974868875144193,0.95340504351052,0.978671053844447,0.951930526232791,0.97279221508852,0.965085320211849,0.963481562286688,0.982801817173453,0.962398056342579,0.973325830904463,0.974382419919938,0.977610706136972,0.979226650591346,0.970392847958043,0.9823689268869,0.967468438043348,0.980628513936007,0.978642696678011,0.96777566348495,0.985201335815775,0.97879876226642,0.964658994417218,0.968668648938157,0.97169836157615,0.976363573818511,0.976276945292076,0.975970838778419,0.973978651890972,0.966625146950297,0.962638510714594,0.975868564134272,0.972115556365495,0.965769717786106,0.97474905929701,0.971193701204903,0.979686318338057,0.981054962311897,0.968992583839027,0.975942049629206,0.973188137064691,0.974687961694541,0.971843728977828,0.981898153626153,0.974359253891635,0.97198068740457,0.979048258824702,0.975222696980447,0.964946377109696,0.976252826937293,0.971860685557003,0.964438051940304,0.975387832870008,0.980242081739519,0.977234747278295,0.977406651254775,0.328684420895565,0.978825130595937,0.981871772535377,0.976208637221379,0.982427174892065,0.976089159131962,0.978983073574048,0.975740775390228,0.974496204724175,0.980788459542247,0.974877573936499,0.982281334950805,0.975982842278568,0.970541866039968,0.979798359951569,0.973419505230623,0.974966960253469,0.986305095614237,0.981595096493121,0.971843203464088,0.983258397260909,0.975902851324001,0.98150269294165,0.970003701221477,0.976493656873274,0.969375881743867,0.977959644865595,0.965523589970221,0.972420176159304,0.969460147008284,0.972245586145797,0.954591831232798,0.972637523540126,0.970770369397929,0.967673799314729,0.975976098596969,0.979960023959945,0.981929611352225,0.971587450505522,0.973177525175007,0.984588577078435,0.981100309149706,0.964321744769705,0.979676258285061,0.982681307313067,0.978098424714019,0.979264143418888,0.971062747300903,0.947167456509116,0.96638046988948,0.44041967713791,0.362043012277418,0.48755430898189,0.961381750809846
cg21211748,0.0280746048586162,0.0357998512451597,0.0274444274219329,0.023115512911845,0.0230748709210516,0.0414233010175838,0.0365985931289419,0.0275746235360175,0.0385376862124053,0.0323631276566971,0.0246947667198156,0.0324098581168384,0.0232749079305563,0.0379187747637802,0.0376709096503537,0.03462295845817,0.0384741658573963,0.0453269263469238,0.0408393745000999,0.0306346512905644,0.0421202952969738,0.0404294833552457,0.0361558789182342,0.038510266976938,0.0399701381979143,0.0476664514417052,0.0418441057577426,0.0383543640129921,0.0460011774016346,0.0373577320786574,0.0312317757929588,0.0319688893602624,0.030455988209647,0.038219445615566,0.0401738892428294,0.0331975903146824,0.0342273317597471,0.0312999737413412,0.0448984041753607,0.0445427976598765,0.040042490217478,0.0341733248531253,0.0391604057728356,0.0390949121508383,0.0332462104928851,0.0401568542361238,0.0455737623467529,0.0406763744969816,0.0489463593176354,0.0466987513426097,0.0425292211037315,0.0426717838172092,0.0416645741677746,0.0407434330770301,0.0328406264940991,0.032128889316181,0.0325814094028501,0.0391320312940786,0.0292664680850734,0.028914090697449,0.0333816219898844,0.0351734062572231,0.0216607980749101,0.0266860785797738,0.0381694227022585,0.043961525855054,0.0412086365526153,0.0546267399119491,0.0259634987531548,0.0418585312091453,0.0440613001757791,0.0348146284115203,0.0288941106649493,0.0217178042918488,0.0360948905513131,0.0306807517623586,0.0349793477441231,0.0320674180412116,0.0370985657843804,0.0337118699180208,0.0269432516040492,0.0422336701368834,0.0222619483624544,0.034386487004619,0.0248917486590216,0.0434609560307635,0.038519636775725,0.0214988296368133,0.0320247596641303,0.0260287341645514,0.0264699553124412,0.0410435735759396,0.0483424461078941,0.0548706832426192,0.0338886261320014,0.0378351932120725,0.0361485358439858,0.0450771760226073,0.0454783820676331,0.0437145592770718,0.0468258460630171,0.0415555007768151,0.0289376348868477,0.0418634359080335,0.0460200869859883,0.0267690100698985,0.0343029499535477,0.0244166030358467,0.0243264869625177,0.0306640888762331,0.0425789254261794,0.0316406561343164,0.0379035976619587,0.0354346265618755,0.0252873723990806,0.0315738647813217,0.0175773049152216,0.0238923431731055,0.0296919050173278,0.0566988676203107,0.0278334913019861,0.0399439571914763
cg19420968,0.98223407616982,0.961338755737283,0.977407248421822,0.978328960199675,0.974562765837757,0.981267311342407,0.974577547471869,0.978436055776241,0.978609142631698,0.712289490800261,0.967623976201826,0.921398232154786,0.95300724022342,0.959846452008449,0.956143789015065,0.979094534215949,0.959879706544594,0.963903779330755,0.981927927616054,0.979681590939467,0.964995030420923,0.977935580889615,0.970802363955592,0.972051938645091,0.926883064181221,0.965675913028217,0.967873417975362,0.938460215763974,0.978070029422308,0.979367511928899,0.963356366723678,0.953601917139483,0.971710195348318,0.943519477878655,0.955617538154641,0.967616940665739,0.973722762568779,0.946459580111295,0.987302919123043,0.98142925431312,0.977462967007016,0.981600957268062,0.961297201305627,0.989612320578469,0.972612983743938,0.984153486690579,0.97664580201364,0.964048198182657,0.981653073201382,0.981792331003836,0.988140242208786,0.981039529560401,0.979422718014901,0.975101247881996,0.972275186791059,0.932971336187737,0.978058984855381,0.986080146975965,0.983541236537127,0.977571552712365,0.978650147953226,0.987485112188394,0.982270942298478,0.981579412524863,0.975161825631906,0.985389086505289,0.975632727181722,0.968011246010287,0.630315612881771,0.979381908932588,0.962194179212292,0.96228188387393,0.959373278602751,0.960396658845689,0.96792335506328,0.965595435245883,0.964209526031426,0.972971764257396,0.963068372998511,0.982179502669778,0.965319357805859,0.978887633631412,0.974887489027983,0.982068134301569,0.924870429305597,0.96935706977397,0.967543731705345,0.945185949343292,0.940037129944221,0.950658855205382,0.966789206075194,0.978823892205971,0.982177001360277,0.965382203959725,0.984839245653846,0.982143864272551,0.974710887465985,0.97756732043876,0.950477427693821,0.970848019462939,0.97080758252945,0.977857751635711,0.983575065511562,0.979810111575622,0.973851695438031,0.972280844063843,0.985144035507546,0.942356407206089,0.973108629066058,0.959430324969177,0.969705532151877,0.961891841332946,0.981931951836122,0.964386947437885,0.977396064405111,0.973164241343086,0.940056286776048,0.744408429635911,0.835953883853311,0.845360067384031,0.696514745151995,0.984064586002879
cg14992253,0.0662895071319537,0.0982170158195896,0.0510298533370651,0.019986353563146,0.0951777458526231,0.0838645771900488,0.048804099656665,0.04947365127977,0.038135359933415,0.0231986084556525,0.0437102545845789,0.0512238580126294,0.0571741214332898,0.0985730155356757,0.0848132558765258,0.135955598159593,0.0917289684469578,0.121608787127183,0.103309448345868,0.075775039001679,0.110033761382013,0.0989145408166341,0.0880506034793629,0.0859307144875113,0.0542541349442527,0.163063839102986,0.0728305476176667,0.0843287417813449,0.136485048252043,0.104099687872602,0.0581404394025798,0.0624444431957401,0.072095317206139,0.0603692560116643,0.0656537987278401,0.0793534746627635,0.0556588617592334,0.101059888770999,0.119159822831617,0.107503974023311,0.0879281780754075,0.114959883925583,0.0850028122696311,0.0881370923924675,0.0509327442171664,0.0795497992441021,0.121851112178778,0.114379432710677,0.0862969913391767,0.133081894371101,0.0854825001793251,0.103143264171387,0.0954925601388262,0.117566186885221,0.0541216458672432,0.0749687097182037,0.08212268582703,0.105266384152389,0.0421006140193176,0.0893669185234557,0.105499013146045,0.0877043159379168,0.0913347942180858,0.101974299398722,0.133542877038952,0.109193539828752,0.0948163247501245,0.0849877625937472,0.0220773373917352,0.172354447735651,0.0366710274213355,0.0650273550957414,0.0688047755361739,0.0634759400298099,0.0491297319100646,0.0531126425920798,0.0526320976436691,0.147345585876726,0.118401961336891,0.0648786449985602,0.0427901444963876,0.0863232971888823,0.11281525919226,0.0591070069169364,0.0568620318231851,0.0541953531829558,0.0376393949143206,0.0524245602235137,0.0551886428592515,0.0518840369216526,0.0462709232944758,0.0834602043423241,0.0793914867454449,0.116822816463652,0.0928717837952041,0.112641579731603,0.106441412167909,0.147528151895096,0.144993216523621,0.104642989561452,0.0886890890968425,0.148937794987464,0.0786216663214513,0.0910291255298691,0.0470212818877713,0.0650626374426468,0.0483078689130735,0.0463104211584304,0.0643087886404028,0.0563268602488491,0.0585996008658834,0.0478841417475854,0.0547749587730617,0.100570609395696,0.0553252823621583,0.127474331837154,0.0232745170719698,0.0172078975243048,0.0222757111040664,0.035065051026076,0.0311989221167335,0.0979775011346308
cg26372517,0.304499483977656,0.218351269610446,0.0285725847182946,0.0258320781434578,0.170086587392711,0.171605385463788,0.0782558538083957,0.041216929535465,0.0276126790754569,0.0280617815376915,0.026933755289928,0.0255496220353754,0.0341508118479482,0.159688708781219,0.132045439711892,0.159089932861203,0.115843080944043,0.367655908614302,0.358905279262956,0.132620990614671,0.336874677144945,0.237839643294909,0.154448567658408,0.0688785704943383,0.0255396522766106,0.503649090207714,0.312889132784525,0.0277375666095804,0.175131121434516,0.20838170183791,0.0328936477486238,0.0253647859097741,0.0182944791117168,0.0238204906014841,0.0344222315678998,0.107222607602262,0.0281130267815758,0.166015283704676,0.216035172304649,0.0847773901030517,0.248712030615406,0.105979056935615,0.0683168780827819,0.127574686223968,0.0659590465257545,0.12149867171951,0.110721296583831,0.239159703768073,0.045533781689768,0.172891896173295,0.101808247307967,0.106342527345933,0.135308027471219,0.288916372944577,0.0332403801010508,0.0525068600147695,0.193512131468131,0.17869746959726,0.27371786768845,0.262609498349042,0.281482131954816,0.296352111399506,0.102523223987684,0.217231993747122,0.127111511751739,0.115020996505455,0.200818285314317,0.217327700224577,0.0317365910110093,0.175734779880627,0.0343466622747558,0.0275180393684687,0.0213558432149887,0.0312216481155523,0.0475526229092602,0.019378852490016,0.0475887834767631,0.13757123660086,0.0488943608843699,0.0987961709823713,0.0854998367530111,0.154736085455921,0.227017865553579,0.182326036363531,0.0228814885204712,0.0239554552765019,0.0468380152390561,0.0343185883605289,0.0231873845993994,0.0217650745997544,0.0328799596723238,0.0626585776491433,0.169362975888955,0.199773412505624,0.267909743234148,0.16735557283773,0.246369526598637,0.167610376397155,0.0875551768941506,0.141088222000477,0.230005947182545,0.360323425368775,0.193915077092158,0.125847856596173,0.0677767595192875,0.0248689035198977,0.0220490515288121,0.0213571098687042,0.0269141467736165,0.0198738263860896,0.0242556156239301,0.0340729088958197,0.0204033314048668,0.0445509114615598,0.0251356541439631,0.209053165566077,0.172436538898026,0.174283775604634,0.0317051440468155,0.0222693096444023,0.0268280702015901,0.400218400347773
cg19046959,0.0904569735946364,0.0613677737942463,0.0649470120546297,0.0470609751737241,0.0558217995285701,0.0616735430057439,0.034782110825976,0.0523807334115858,0.0397658708537146,0.0374539161168906,0.0224490318633175,0.0675852557424697,0.0757006629722359,0.0570630366235475,0.0693095600284386,0.0638643645836633,0.0831056560787914,0.054521834133057,0.0538584632983912,0.0702109413611526,0.0749608157412628,0.0539174945995002,0.0718439683859043,0.0323704894819239,0.0323445214919747,0.0680803010415515,0.0433032588601575,0.0610811927915974,0.046791362579886,0.0528221046803324,0.0353131795976799,0.0429099417880954,0.0603617271912832,0.0416479829792296,0.0517655774156411,0.0267769769749803,0.0682337857550017,0.0352578296104964,0.146828063691387,0.0975620877113903,0.0483148227020377,0.136908211827421,0.0871046166387869,0.053118779081943,0.0838829278984015,0.0709086712278427,0.0829310440071144,0.0677206401157322,0.065844261084177,0.118738462024067,0.107618041439499,0.0642827175384828,0.072853843064381,0.0782276305592772,0.068488535561172,0.0638741442060217,0.0504386866949822,0.0947661897141418,0.0606103635195729,0.0746910626809391,0.0582475466240516,0.0559900365256902,0.061845353524224,0.0771387243237592,0.0791988831998597,0.135650757979228,0.0799632350499151,0.0571922534507359,0.0567525883540166,0.13243631541088,0.0856865326958734,0.0569188079706634,0.101162943294562,0.0497857080058147,0.0385490107760373,0.0686967173270874,0.0614757771274845,0.0314020400498245,0.108273020824698,0.0962633283700316,0.0529230874927411,0.0619146546615432,0.0759290495007648,0.0616097028934195,0.0695945246248464,0.0754131662768465,0.0489195568857758,0.0492223418216713,0.0434373968176862,0.0650529541116796,0.0539558775900203,0.0886177729787184,0.0576368316322761,0.0622269098386478,0.0716218439795703,0.0720194055110708,0.0753552046183802,0.0959694597450149,0.08188496159034,0.11593081500679,0.0786519063681234,0.171433824865609,0.0632245661095407,0.103552673213828,0.0845577620004229,0.0749331928537643,0.145057963319312,0.0585816998667327,0.126678091252723,0.0623344671191464,0.0468759588974383,0.0799616075758782,0.134956622769491,0.0707153869052697,0.100885821436122,0.065297431040739,0.0397621289654579,0.0231523645500076,0.077674714656186,0.112140925618278,0.0418268205709833,0.0425471236331315
cg07388493,0.599633130434806,0.602325723486619,0.711581810712009,0.687815163733424,0.416819045243627,0.636277087043095,0.54753404990195,0.709627018934536,0.658716518416785,0.607050760380155,0.619657138113752,0.584878693998957,0.526837621917162,0.570681569650155,0.531230296759158,0.648193848176297,0.634937121147825,0.564314405053082,0.576231856936395,0.526860938913676,0.594983342478505,0.630761185756501,0.585058827412477,0.583289333128098,0.469611041413102,0.506160668965527,0.534045603791479,0.637400325533242,0.525269223108248,0.574264464741254,0.607113410189912,0.659316027395329,0.716478574588617,0.600341874653691,0.588977954948016,0.433521532912132,0.686230200136868,0.513147841407896,0.716841800517715,0.609840661691908,0.602898456432118,0.576835480968214,0.707052875454541,0.655362885406303,0.608674216944101,0.549500930289085,0.620992171783137,0.585293578314148,0.620325835875921,0.702710733664934,0.706727316838198,0.693010258131435,0.606196828200364,0.588796913914534,0.682352926198569,0.556436728587836,0.601618879676834,0.61894567896728,0.619219637432956,0.543583684311336,0.559939620639785,0.666903951014847,0.628526826068844,0.562753605620754,0.650395208898722,0.74426535864004,0.575619861867649,0.580661034723984,0.542638981991992,0.719291429217556,0.720893705241158,0.71995872332894,0.662846416293499,0.54301957902921,0.697750312251554,0.643992434293203,0.656962619806042,0.395258056044635,0.667763792063042,0.552559145095066,0.555848434282095,0.547119481206273,0.599247451721934,0.636213400756592,0.632850573059346,0.557706551749092,0.559103589435228,0.523112954070606,0.574804206992199,0.657665367723324,0.509511983414051,0.584494183933197,0.621956282867587,0.590563069405869,0.609549837488668,0.563770292818053,0.561992785843883,0.637857970583993,0.517799081942337,0.69131371504469,0.603821333761778,0.730876890444867,0.585680481754474,0.717974021033393,0.662182945549769,0.571760326967357,0.639569688708873,0.47256172462505,0.672480256735339,0.633790939759153,0.644954193039855,0.633013031309797,0.754768710626368,0.718383143446957,0.742772943930132,0.566399430451328,0.629951171027314,0.249798497466262,0.67039419565372,0.747247897813683,0.726455838653776,0.526113767525595
cg19044674,0.0416576326706098,0.0436451513617236,0.0395100980106763,0.0323613596121147,0.0399182560167967,0.0533739149074228,0.0466757752434206,0.0416501131589414,0.0420119645020739,0.0392418109908389,0.0463524715944278,0.0357580062978685,0.0413683685738689,0.0405159212804712,0.0419205143830185,0.0548667889096731,0.0388442406809744,0.0458008762685449,0.0466526116098892,0.0571376484811772,0.061404789321139,0.0535453809050729,0.0390001004162113,0.0524805581280063,0.0520119354963695,0.0410709244414925,0.0412685086651795,0.0514957311278413,0.0446787447443849,0.0474766582366305,0.0391463649323952,0.0422947150015917,0.0505949863501477,0.0422181926662504,0.0375953277824193,0.0561729167905721,0.0577873994862046,0.0530520609336222,0.041051818860896,0.0490655527645614,0.0474448551338851,0.0543453410445226,0.0412058022675373,0.0409855204004401,0.0434824814066022,0.0479564507505488,0.0451218224694006,0.0434403342413642,0.0445783796039194,0.0459545540925104,0.043653587710104,0.0478493892847008,0.0477760426303868,0.0341956818846272,0.0318557882091338,0.0467845920323482,0.034206821637612,0.048060875311405,0.036676509333707,0.0388301382167311,0.0357521127295466,0.0360224128222583,0.038366788948907,0.0680065894134243,0.0426376749602749,0.0516874539683099,0.0348185960838441,0.0381535071858031,0.0466665956222448,0.0400665639481285,0.0295764976437422,0.0559687044439563,0.0494709498101161,0.0413753317375006,0.045780216944264,0.0452734830123313,0.0382464716368848,0.0421428007320441,0.0566837648735363,0.0396559102210891,0.0446869019732572,0.0480122790033543,0.0500565919470731,0.0537343043458866,0.0403513815096884,0.0445365036220305,0.0568640960083123,0.0397403092574846,0.0428143336231765,0.0461764427798534,0.0469252413275559,0.0315709151697887,0.0520505357021732,0.043126392591315,0.0482751652586528,0.0375729237272727,0.0366745913764694,0.056001465870505,0.0788861462875144,0.0575177374053507,0.0489492925832551,0.0428093754238054,0.0625243563325272,0.0468327408222727,0.0460203185520848,0.0378694468269958,0.042962621643823,0.0459546725612918,0.0441991259663974,0.0413169676633582,0.0562244092531246,0.0418614868970458,0.0556779131200698,0.0409139777647288,0.0443591551305043,0.0452886612466087,0.0528968099719452,0.043612101287779,0.0402252828347375,0.0538642310452685,0.0473559239601083,0.0436345056819325
cg23786576,0.0240751205084693,0.0276940842124925,0.0235594375960651,0.0239515458269311,0.0188283049014632,0.0331690488001976,0.029879542005095,0.0246604947593162,0.0259055025041264,0.0198863812124658,0.0295284808106343,0.0302327327357884,0.0229941100941323,0.0305584565140664,0.0319333293688068,0.0385679516403667,0.0310896471495006,0.0361881427222543,0.0438107162868,0.0370552162428256,0.0287064939057263,0.0404400994009942,0.030715652195229,0.0496382638060794,0.0307653625402528,0.0297663406499839,0.0238310441108635,0.0303625955933204,0.0472537810225337,0.0351990250621242,0.0237060968634534,0.0257802059901948,0.0277359832317678,0.0299348234811243,0.0193779653228678,0.031207889180241,0.0320745897875486,0.0338818953176651,0.0311895044049719,0.0440835097076865,0.0281174222211799,0.0254498524602264,0.0361092083829797,0.0352462479603509,0.0400689540805892,0.0325072931332465,0.0298338121893174,0.0279090087240637,0.0191940660974333,0.0290625761764713,0.0270888821847242,0.0228148922642797,0.0287154190727115,0.0271866696773434,0.0287006985634669,0.029124808960874,0.0256808789629495,0.0320300251209378,0.0325972980682857,0.0286018981793024,0.0250422156272925,0.0255982937892038,0.0217806109463911,0.0213274624260808,0.0323026056897374,0.0322121210240167,0.0277926525969136,0.0279044581063786,0.0172470586922336,0.0478061255274373,0.0259186425766527,0.0248581876639926,0.0204747930550343,0.0329735305985673,0.0245070021221896,0.0229263976114764,0.0238965784696442,0.024733884239152,0.025180498110024,0.0500738873390192,0.0187994702183824,0.0362879818756884,0.0264677776248598,0.0174689844879709,0.0308022870666731,0.0265604729745108,0.0276971953982586,0.0297531361649552,0.0307732144017131,0.0317068366285845,0.0234205493905209,0.0326616834952143,0.032248513997583,0.0315028557798597,0.0364708311607044,0.028861212841657,0.0326882847601455,0.0239729422207837,0.0389395617122621,0.0333464608793012,0.0179266132622505,0.0480032150413414,0.0273151809268802,0.0431834417012944,0.0274484947951908,0.0277348666639868,0.0237389576407403,0.0185009228519619,0.0209436922206363,0.0174272160333638,0.0292261818041428,0.0291049499891382,0.0228140324885795,0.0281984389191153,0.0284694120333587,0.0386013786710818,0.0320309260328616,0.0237478438110994,0.0323838911117736,0.020845734637365,0.0218334771338414,0.0369676145558582
